x[nm]                E_7[eV]              Psi^2_7[nm^-1]      
7.1142317671146      2.3390669310193      2.3466608297519
7.260978922993       2.3390669310193      4.9965475636236
7.4003918486039      2.3390669310193      3.5415867656656
7.532837099151       2.3390669310193      3.2812829865885
7.6586629098899      2.3390669310193      3.0265418040817
7.7782001117354      2.3390669310193      2.8534963698287
7.891763001107       2.3390669310193      2.7293106265856
7.9996501663019      2.3390669310193      2.6392332740792
8.1021452725658      2.3390669310193      2.5730095875457
8.1995178079279      2.3390669310193      2.523703942225
8.2920237917592      2.3390669310193      2.4865514780155
8.3799064479186      2.3390669310193      2.4582360497912
8.4633968442558      2.3390669310193      2.4364197111706
8.5427145001525      2.3390669310193      2.419427745695
8.6180679636999      2.3390669310193      2.4060199933376
8.6896553600291      2.3390669310193      2.3956420008338
8.7576649122373      2.3390669310193      2.3874959436597
8.8222754362784      2.3390669310193      2.3809860029028
8.8836568111193      2.3390669310193      2.3757168708781
8.9419704253995      2.3390669310193      2.3714055075324
8.9973696017656      2.3390669310193      2.3678432919859
9.05                 2.3390669310193      2.364873768195
9.1                  2.3390669310193      2.3623780131452
9.15                 2.3390669310193      2.3601587006016
9.2                  2.3390669310193      2.3581831485289
9.25                 2.3390669310193      2.3564226302382
9.3                  2.3390669310193      2.3548520341555
9.35                 2.3390669310193      2.3534494794991
9.4                  2.3390669310193      2.3521959487612
9.45                 2.3390669310193      2.3510749596599
9.5                  2.3390669310193      2.3500722839578
9.55                 2.3390669310193      2.3491757162984
9.6                  2.3390669310193      2.3483748990336
9.65                 2.3390669310193      2.3476547438799
9.7                  2.3390669310193      2.347000312943
9.75                 2.3390669310193      2.3464023051572
9.8                  2.3390669310193      2.3458536638268
9.85                 2.3390669310193      2.3453488647293
9.9                  2.3390669310193      2.3448834495003
9.95                 2.3390669310193      2.3444537174932
10                   2.3390669310193      2.3440565205769
10.05                2.3390669310193      2.3436891251017
10.1                 2.3390669310193      2.3433491178823
10.15                2.3390669310193      2.3430343411552
10.2                 2.3390669310193      2.3427428467075
10.25                2.3390669310193      2.3424728627712
10.3                 2.3390669310193      2.342222769486
10.35                2.3390669310193      2.3419910801752
10.4                 2.3390669310193      2.3417764266179
10.45                2.3390669310193      2.3415775471167
10.5                 2.3390669310193      2.3413932765619
10.55                2.3390669310193      2.341222537959
10.6                 2.3390669310193      2.3410643350559
10.65                2.3390669310193      2.3409177458263
10.7                 2.3390669310193      2.3407819166349
10.75                2.3390669310193      2.3406560569664
10.8                 2.3390669310193      2.3405394346272
10.85                2.3390669310193      2.3404313713585
10.9                 2.3390669310193      2.340331238807
10.95                2.3390669310193      2.340238454817
11                   2.3390669310193      2.3401524800102
11.05                2.3390669310193      2.3400728146268
11.1                 2.3390669310193      2.3399989956052
11.15                2.3390669310193      2.3399305938809
11.2                 2.3390669310193      2.3398672118862
11.25                2.3390669310193      2.3398084812353
11.3                 2.3390669310193      2.3397540605804
11.35                2.3390669310193      2.3397036336261
11.4                 2.3390669310193      2.3396569072901
11.45                2.3390669310193      2.339613609999
11.5                 2.3390669310193      2.3395734901098
11.55                2.3390669310193      2.3395363144463
11.6                 2.3390669310193      2.3395018669447
11.65                2.3390669310193      2.3394699473971
11.7                 2.3390669310193      2.3394403702879
11.75                2.3390669310193      2.3394129637158
11.8                 2.3390669310193      2.3393875683947
11.85                2.3390669310193      2.3393640367276
11.9                 2.3390669310193      2.339342231949
11.95                2.3390669310193      2.3393220273301
12                   2.3390669310193      2.3393033054422
12.05                2.3390669310193      2.3392859574739
12.1                 2.3390669310193      2.3392698825993
12.15                2.3390669310193      2.3392549873916
12.2                 2.3390669310193      2.3392411852799
12.25                2.3390669310193      2.3392283960468
12.3                 2.3390669310193      2.3392165453613
12.35                2.3390669310193      2.3392055643476
12.4                 2.3390669310193      2.339195389184
12.45                2.3390669310193      2.3391859607328
12.5                 2.3390669310193      2.3391772241958
12.55                2.3390669310193      2.3391691287964
12.6                 2.3390669310193      2.3391616274843
12.65                2.3390669310193      2.339154676662
12.7                 2.3390669310193      2.3391482359313
12.75                2.3390669310193      2.3391422678588
12.8                 2.3390669310193      2.3391367377581
12.85                2.3390669310193      2.3391316134884
12.9                 2.3390669310193      2.3391268652674
12.95                2.3390669310193      2.3391224654986
13                   2.3390669310193      2.3391183886105
13.05                2.3390669310193      2.3391146109082
13.1                 2.3390669310193      2.3391111104359
13.15                2.3390669310193      2.3391078668488
13.2                 2.3390669310193      2.3391048612952
13.25                2.3390669310193      2.3391020763069
13.3                 2.3390669310193      2.3390994956976
13.35                2.3390669310193      2.3390971044686
13.4                 2.3390669310193      2.3390948887224
13.45                2.3390669310193      2.3390928355809
13.5                 2.3390669310193      2.3390909331113
13.55                2.3390669310193      2.3390891702565
13.6                 2.3390669310193      2.3390875367708
13.65                2.3390669310193      2.3390860231603
13.7                 2.3390669310193      2.339084620628
13.75                2.3390669310193      2.3390833210223
13.8                 2.3390669310193      2.33908211679
13.85                2.3390669310193      2.3390810009321
13.9                 2.3390669310193      2.3390799669631
13.95                2.3390669310193      2.3390790088737
14                   2.3390669310193      2.3390781210954
14.05                2.3390669310193      2.3390772984684
14.1                 2.3390669310193      2.3390765362116
14.15                2.3390669310193      2.3390758298949
14.2                 2.3390669310193      2.339075175413
14.25                2.3390669310193      2.339074568962
14.3                 2.3390669310193      2.3390740070173
14.35                2.3390669310193      2.3390734863128
14.4                 2.3390669310193      2.3390730038221
14.45                2.3390669310193      2.339072556741
14.5                 2.3390669310193      2.3390721424709
14.55                2.3390669310193      2.3390717586042
14.6                 2.3390669310193      2.3390714029098
14.65                2.3390669310193      2.3390710733202
14.7                 2.3390669310193      2.3390707679199
14.75                2.3390669310193      2.339070484934
14.8                 2.3390669310193      2.3390702227177
14.85                2.3390669310193      2.3390699797471
14.9                 2.3390669310193      2.3390697546101
14.95                2.3390669310193      2.3390695459984
15                   2.3390669310193      2.3390693527
15.05                2.3390669310193      2.3390691735918
15.1                 2.3390669310193      2.3390690076336
15.15                2.3390669310193      2.339068853862
15.2                 2.3390669310193      2.339068711385
15.25                2.3390669310193      2.3390685793769
15.3                 2.3390669310193      2.3390684570737
15.35                2.3390669310193      2.3390683437697
15.4                 2.3390669310193      2.3390682388131
15.45                2.3390669310193      2.3390681416037
15.5                 2.3390669310193      2.3390680515903
15.55                2.3390669310193      2.3390679682691
15.6                 2.3390669310193      2.3390678911835
15.65                2.3390669310193      2.3390678199251
15.7                 2.3390669310193      2.3390677541377
15.75                2.3390669310193      2.3390676930107
15.8                 2.3390669310193      2.3390676356097
15.85                2.3390669310193      2.339067581441
15.9                 2.3390669310193      2.339067530221
15.95                2.3390669310193      2.3390674817975
16                   2.3390669310193      2.3390674360942
16.05                2.3390669310193      2.3390673930738
16.1                 2.3390669310193      2.3390673527129
16.15                2.3390669310193      2.3390673149875
16.2                 2.3390669310193      2.3390672798631
16.25                2.3390669310193      2.3390672472914
16.3                 2.3390669310193      2.3390672172087
16.35                2.3390669310193      2.3390671895366
16.4                 2.3390669310193      2.3390671641847
16.45                2.3390669310193      2.3390671410522
16.5                 2.3390669310193      2.3390671200317
16.55                2.3390669310193      2.3390671010104
16.6                 2.3390669310193      2.3390670838715
16.65                2.3390669310193      2.3390670684905
16.7                 2.3390669310193      2.3390670547202
16.75                2.3390669310193      2.3390670426183
16.8                 2.3390669310193      2.3390670321844
16.85                2.3390669310193      2.3390670232162
16.9                 2.3390669310193      2.3390670155614
16.95                2.3390669310193      2.3390670090979
17                   2.3390669310193      2.3390670037258
17.05                2.3390669310193      2.339066999363
17.1                 2.3390669310193      2.3390669959434
17.15                2.3390669310193      2.3390669934151
17.2                 2.3390669310193      2.3390669917399
17.25                2.3390669310193      2.3390669908926
17.3                 2.3390669310193      2.3390669908602
17.35                2.3390669310193      2.3390669916418
17.4                 2.3390669310193      2.3390669932485
17.45                2.3390669310193      2.3390669957023
17.5                 2.3390669310193      2.3390669990344
17.55                2.3390669310193      2.339067003225
17.6                 2.3390669310193      2.3390670082496
17.65                2.3390669310193      2.3390670141501
17.7                 2.3390669310193      2.339067020957
17.75                2.3390669310193      2.3390670286986
17.8                 2.3390669310193      2.3390670374038
17.85                2.3390669310193      2.3390670471013
17.9                 2.3390669310193      2.3390670578187
17.95                2.3390669310193      2.339067069581
18                   2.3390669310193      2.3390670824097
18.05                2.3390669310193      2.3390670963214
18.1                 2.3390669310193      2.3390671113277
18.15                2.3390669310193      2.3390671274354
18.2                 2.3390669310193      2.3390671446485
18.25                2.3390669310193      2.3390671629717
18.3                 2.3390669310193      2.3390671824175
18.35                2.3390669310193      2.3390672030159
18.4                 2.3390669310193      2.3390672248311
18.45                2.3390669310193      2.3390672479841
18.5                 2.3390669310193      2.339067272687
18.55                2.3390669310193      2.3390672993245
18.6                 2.3390669310193      2.3390673282164
18.65                2.3390669310193      2.3390673594947
18.7                 2.3390669310193      2.3390673933166
18.75                2.3390669310193      2.3390674298623
18.8                 2.3390669310193      2.3390674693326
18.85                2.3390669310193      2.339067511949
18.9                 2.3390669310193      2.3390675579537
18.95                2.3390669310193      2.3390676076102
19                   2.3390669310193      2.3390676612046
19.05                2.3390669310193      2.3390677190465
19.1                 2.3390669310193      2.3390677814709
19.15                2.3390669310193      2.3390678488398
19.2                 2.3390669310193      2.3390679215443
19.25                2.3390669310193      2.3390680000067
19.3                 2.3390669310193      2.3390680846832
19.35                2.3390669310193      2.339068176066
19.4                 2.3390669310193      2.3390682746871
19.45                2.3390669310193      2.3390683811206
19.5                 2.3390669310193      2.3390684959868
19.55                2.3390669310193      2.3390686199559
19.6                 2.3390669310193      2.3390687537525
19.65                2.3390669310193      2.3390688981604
19.7                 2.3390669310193      2.3390690540284
19.75                2.3390669310193      2.339069222277
