x[nm]                E_9[eV]              Psi^2_9[nm^-1]      
7.1142317671146      2.3390988947366      2.3391040038747
7.260978922993       2.3390988947366      2.3408868335878
7.4003918486039      2.3390988947366      2.339907943227
7.532837099151       2.3390988947366      2.3397328113923
7.6586629098899      2.3390988947366      2.3395614221575
7.7782001117354      2.3390988947366      2.3394449974365
7.891763001107       2.3390988947366      2.3393614453238
7.9996501663019      2.3390988947366      2.3393008412117
8.1021452725658      2.3390988947366      2.3392562857614
8.1995178079279      2.3390988947366      2.3392231127059
8.2920237917592      2.3390988947366      2.3391981162579
8.3799064479186      2.3390988947366      2.3391790653196
8.4633968442558      2.3390988947366      2.3391643869247
8.5427145001525      2.3390988947366      2.3391529543428
8.6180679636999      2.3390988947366      2.3391439332914
8.6896553600291      2.3390988947366      2.3391369507667
8.7576649122373      2.3390988947366      2.3391314699142
8.8222754362784      2.3390988947366      2.3391270898398
8.8836568111193      2.3390988947366      2.3391235445817
8.9419704253995      2.3390988947366      2.3391206437154
8.9973696017656      2.3390988947366      2.339118246885
9.05                 2.3390988947366      2.3391162488304
9.1                  2.3390988947366      2.3391145695425
9.15                 2.3390988947366      2.339113076255
9.2                  2.3390988947366      2.3391117469824
9.25                 2.3390988947366      2.3391105623999
9.3                  2.3390988947366      2.3391095056143
9.35                 2.3390988947366      2.3391085619049
9.4                  2.3390988947366      2.3391077184755
9.45                 2.3390988947366      2.339106964233
9.5                  2.3390988947366      2.3391062895963
9.55                 2.3390988947366      2.3391056863397
9.6                  2.3390988947366      2.3391051474717
9.65                 2.3390988947366      2.3391046628272
9.7                  2.3390988947366      2.3391042223663
9.75                 2.3390988947366      2.3391038198496
9.8                  2.3390988947366      2.339103450541
9.85                 2.3390988947366      2.3391031107311
9.9                  2.3390988947366      2.3391027974249
9.95                 2.3390988947366      2.3391025081351
10                   2.3390988947366      2.3391022407452
10.05                2.3390988947366      2.3391019934167
10.1                 2.3390988947366      2.3391017645262
10.15                2.3390988947366      2.3391015526219
10.2                 2.3390988947366      2.3391013563929
10.25                2.3390988947366      2.3391011746467
10.3                 2.3390988947366      2.3391010062932
10.35                2.3390988947366      2.3391008503319
10.4                 2.3390988947366      2.3391007058417
10.45                2.3390988947366      2.3391005719736
10.5                 2.3390988947366      2.3391004479433
10.55                2.3390988947366      2.3391003330259
10.6                 2.3390988947366      2.339100226551
10.65                2.3390988947366      2.3391001278981
10.7                 2.3390988947366      2.3391000364926
10.75                2.3390988947366      2.3390999518027
10.8                 2.3390988947366      2.3390998733356
10.85                2.3390988947366      2.3390998006351
10.9                 2.3390988947366      2.3390997332783
10.95                2.3390988947366      2.3390996708738
11                   2.3390988947366      2.3390996130587
11.05                2.3390988947366      2.339099559497
11.1                 2.3390988947366      2.3390995098774
11.15                2.3390988947366      2.3390994639115
11.2                 2.3390988947366      2.339099421332
11.25                2.3390988947366      2.3390993818916
11.3                 2.3390988947366      2.3390993453611
11.35                2.3390988947366      2.339099311528
11.4                 2.3390988947366      2.3390992801958
11.45                2.3390988947366      2.3390992511824
11.5                 2.3390988947366      2.3390992243191
11.55                2.3390988947366      2.3390991994498
11.6                 2.3390988947366      2.3390991764301
11.65                2.3390988947366      2.339099155126
11.7                 2.3390988947366      2.3390991354139
11.75                2.3390988947366      2.3390991171791
11.8                 2.3390988947366      2.3390991003156
11.85                2.3390988947366      2.3390990847255
