x[nm]                   E_9_real[eV]            Psi_9_lh2_real[nm^-1/2] E_9_imag[eV]            Psi_9_lh2_imag[nm^-1/2]
7.1142317671146         2.3390988947366         2.3400983617396         2.3390988947366         2.3391257056084
7.260978922993          2.3390988947366         2.3228715434575         2.3390988947366         2.3386635932881
7.4003918486039         2.3390988947366         2.3279825244921         2.3390988947366         2.3388006962206
7.532837099151          2.3390988947366         2.3291807450103         2.3390988947366         2.3388328386891
7.6586629098899         2.3390988947366         2.3305792845509         2.3390988947366         2.3388703547493
7.7782001117354         2.3390988947366         2.3317078483234         2.3390988947366         2.3389006286638
7.891763001107          2.3390988947366         2.3326549072184         2.3390988947366         2.3389260336792
7.9996501663019         2.3390988947366         2.3334500419128         2.3390988947366         2.3389473633022
8.1021452725658         2.3390988947366         2.3341207518411         2.3390988947366         2.3389653552097
8.1995178079279         2.3390988947366         2.3346893628012         2.3390988947366         2.3389806082951
8.2920237917592         2.3390988947366         2.3351739606732         2.3390988947366         2.3389936077151
8.3799064479186         2.3390988947366         2.3355891233215         2.3390988947366         2.3390047445235
8.4633968442558         2.3390988947366         2.3359464247049         2.3390988947366         2.3390143291937
8.5427145001525         2.3390988947366         2.3362542476784         2.3390988947366         2.3390225865971
8.6180679636999         2.3390988947366         2.3365152685947         2.3390988947366         2.3390295885275
8.6896553600291         2.3390988947366         2.3367333879408         2.3390988947366         2.3390354396159
8.7576649122373         2.3390988947366         2.3369181975658         2.3390988947366         2.3390403971654
8.8222754362784         2.3390988947366         2.337076692078          2.3390988947366         2.3390446488076
8.8836568111193         2.3390988947366         2.3372136474041         2.3390988947366         2.3390483226574
8.9419704253995         2.3390988947366         2.337332692475          2.3390988947366         2.3390515160616
8.9973696017656         2.3390988947366         2.3374366871115         2.3390988947366         2.3390543057354
9.05                    2.3390988947366         2.3375279284905         2.3390988947366         2.3390567533008
9.1                     2.3390988947366         2.3376082874758         2.3390988947366         2.3390589089442
9.15                    2.3390988947366         2.3376829449763         2.3390988947366         2.3390609116443
9.2                     2.3390988947366         2.3377522497448         2.3390988947366         2.3390627707565
9.25                    2.3390988947366         2.337816535409          2.3390988947366         2.3390644952303
9.3                     2.3390988947366         2.3378761233821         2.3390988947366         2.3390660936878
9.35                    2.3390988947366         2.3379313300234         2.3390988947366         2.3390675746153
9.4                     2.3390988947366         2.3379824769889         2.3390988947366         2.3390689466413
9.45                    2.3390988947366         2.3380299047152         2.3390988947366         2.3390702188981
9.5                     2.3390988947366         2.3380739895672         2.3390988947366         2.3390714014818
9.55                    2.3390988947366         2.3381151656178         2.3390988947366         2.3390725060363
9.6                     2.3390988947366         2.3381539524477         2.3390988947366         2.3390735464996
9.65                    2.3390988947366         2.3381906323811         2.3390988947366         2.339074530445
9.7                     2.3390988947366         2.338225360759          2.3390988947366         2.3390754620396
9.75                    2.3390988947366         2.3382583979401         2.3390988947366         2.3390763482676
9.8                     2.3390988947366         2.3382899334953         2.3390988947366         2.3390771942142
9.85                    2.3390988947366         2.3383201085337         2.3390988947366         2.3390780036647
9.9                     2.3390988947366         2.3383490308696         2.3390988947366         2.3390787795113
9.95                    2.3390988947366         2.3383767853291         2.3390988947366         2.3390795240294
10                      2.3390988947366         2.3384034407531         2.3390988947366         2.3390802390657
10.05                   2.3390988947366         2.3384290547597         2.3390988947366         2.3390809261657
10.1                    2.3390988947366         2.3384536769835         2.3390988947366         2.3390815866611
10.15                   2.3390988947366         2.3384773512818         2.3390988947366         2.3390822217281
10.2                    2.3390988947366         2.3385001172402         2.3390988947366         2.3390828324288
10.25                   2.3390988947366         2.3385220112018         2.3390988947366         2.339083419738
10.3                    2.3390988947366         2.3385430669741         2.3390988947366         2.3390839845627
10.35                   2.3390988947366         2.3385633163169         2.3390988947366         2.3390845277548
10.4                    2.3390988947366         2.3385827892822         2.3390988947366         2.3390850501203
10.45                   2.3390988947366         2.3386015144531         2.3390988947366         2.3390855524262
10.5                    2.3390988947366         2.3386195191146         2.3390988947366         2.3390860354043
10.55                   2.3390988947366         2.3386368293786         2.3390988947366         2.3390864997551
10.6                    2.3390988947366         2.3386534702763         2.3390988947366         2.33908694615
10.65                   2.3390988947366         2.3386694658307         2.3390988947366         2.3390873752335
