x[nm]                  E_9_real[eV]           Psi_9_z1_real[nm^-1/2] E_9_imag[eV]           Psi_9_z1_imag[nm^-1/2]
7.1142317671146        2.3390988947366        2.3390995433819        2.3390988947366        2.3390981331227
7.260978922993         2.3390988947366        2.3391140626551        2.3390988947366        2.3390810851593
7.4003918486039        2.3390988947366        2.3391185599697        2.3390988947366        2.339075804588
7.532837099151         2.3390988947366        2.3391197057884        2.3390988947366        2.3390744592126
7.6586629098899        2.3390988947366        2.3391191094002        2.3390988947366        2.3390751594682
7.7782001117354        2.3390988947366        2.3391177747554        2.3390988947366        2.339076726556
7.891763001107         2.3390988947366        2.339116184481         2.3390988947366        2.3390785937942
7.9996501663019        2.3390988947366        2.3391145754801        2.3390988947366        2.3390804830202
8.1021452725658        2.3390988947366        2.3391130579466        2.3390988947366        2.3390822648487
8.1995178079279        2.3390988947366        2.3391116776375        2.3390988947366        2.3390838855538
8.2920237917592        2.3390988947366        2.3391104481168        2.3390988947366        2.339085329209
8.3799064479186        2.3390988947366        2.3391093675722        2.3390988947366        2.3390865979422
8.4633968442558        2.3390988947366        2.3391084275644        2.3390988947366        2.3390877016626
8.5427145001525        2.3390988947366        2.3391076174706        2.3390988947366        2.3390886528431
8.6180679636999        2.3390988947366        2.3391069264509        2.3390988947366        2.3390894642115
8.6896553600291        2.3390988947366        2.3391063440081        2.3390988947366        2.3390901480931
8.7576649122373        2.3390988947366        2.3391058507989        2.3390988947366        2.3390907272001
8.8222754362784        2.3390988947366        2.3391054291506        2.3390988947366        2.339091222283
8.8836568111193        2.3390988947366        2.3391050656436        2.3390988947366        2.3390916490987
8.9419704253995        2.3390988947366        2.3391047499335        2.3390988947366        2.3390920197932
8.9973696017656        2.3390988947366        2.339104473922         2.3390988947366        2.3390923438751
9.05                   2.3390988947366        2.3391042311763        2.3390988947366        2.3390926288977
9.1                    2.3390988947366        2.3391040165183        2.3390988947366        2.3390928809407
9.15                   2.3390988947366        2.3391038159861        2.3390988947366        2.3390931163978
9.2                    2.3390988947366        2.3391036283356        2.3390988947366        2.3390933367297
9.25                   2.3390988947366        2.339103452402         2.3390988947366        2.3390935433041
9.3                    2.3390988947366        2.3391032870755        2.3390988947366        2.3390937374239
9.35                   2.3390988947366        2.3391031312808        2.3390988947366        2.339093920352
9.4                    2.3390988947366        2.3391029839594        2.3390988947366        2.339094093331
9.45                   2.3390988947366        2.3391028440559        2.3390988947366        2.3390942576002
9.5                    2.3390988947366        2.3391027105083        2.3390988947366        2.3390944144066
9.55                   2.3390988947366        2.3391025822446        2.3390988947366        2.3390945650088
9.6                    2.3390988947366        2.3391024581867        2.3390988947366        2.3390947106728
9.65                   2.3390988947366        2.3391023372066        2.3390988947366        2.3390948527229
9.7                    2.3390988947366        2.3391022188888        2.3390988947366        2.339094991647
9.75                   2.3390988947366        2.3391021035042        2.3390988947366        2.3390951271272
9.8                    2.3390988947366        2.3391019912311        2.3390988947366        2.3390952589538
9.85                   2.3390988947366        2.3391018821803        2.3390988947366        2.339095386997
9.9                    2.3390988947366        2.3391017764122        2.3390988947366        2.3390955111857
9.95                   2.3390988947366        2.3391016739499        2.3390988947366        2.339095631493
10                     2.3390988947366        2.3391015747885        2.3390988947366        2.3390957479245
10.05                  2.3390988947366        2.3391014789021        2.3390988947366        2.3390958605105
10.1                   2.3390988947366        2.3391013862492        2.3390988947366        2.3390959692999
10.15                  2.3390988947366        2.3391012967764        2.3390988947366        2.3390960743554
