x[nm]                E_2[eV]              Psi^2_2_cb1[nm^-1/2]
7.1142317671146      1.3976942530798      1.3976942530798
7.260978922993       1.3976942530798      1.3976942530798
7.4003918486039      1.3976942530798      1.3976942530798
7.532837099151       1.3976942530798      1.3976942530798
7.6586629098899      1.3976942530798      1.3976942530798
7.7782001117354      1.3976942530798      1.3976942530798
7.891763001107       1.3976942530798      1.3976942530798
7.9996501663019      1.3976942530798      1.3976942530798
8.1021452725658      1.3976942530798      1.3976942530798
8.1995178079279      1.3976942530798      1.3976942530798
8.2920237917592      1.3976942530798      1.3976942530798
8.3799064479186      1.3976942530798      1.3976942530798
8.4633968442558      1.3976942530798      1.3976942530798
8.5427145001525      1.3976942530798      1.3976942530798
8.6180679636999      1.3976942530798      1.3976942530798
8.6896553600291      1.3976942530798      1.3976942530798
8.7576649122373      1.3976942530798      1.3976942530798
8.8222754362784      1.3976942530798      1.3976942530798
8.8836568111193      1.3976942530798      1.3976942530798
8.9419704253995      1.3976942530798      1.3976942530798
8.9973696017656      1.3976942530798      1.3976942530798
9.05                 1.3976942530798      1.3976942530798
9.1                  1.3976942530798      1.3976942530798
9.15                 1.3976942530798      1.3976942530798
9.2                  1.3976942530798      1.3976942530798
9.25                 1.3976942530798      1.3976942530798
9.3                  1.3976942530798      1.3976942530798
9.35                 1.3976942530798      1.3976942530798
9.4                  1.3976942530798      1.3976942530798
9.45                 1.3976942530798      1.3976942530798
9.5                  1.3976942530798      1.3976942530798
9.55                 1.3976942530798      1.3976942530798
9.6                  1.3976942530798      1.3976942530798
9.65                 1.3976942530798      1.3976942530798
9.7                  1.3976942530798      1.3976942530798
9.75                 1.3976942530798      1.3976942530798
9.8                  1.3976942530798      1.3976942530798
9.85                 1.3976942530798      1.3976942530798
9.9                  1.3976942530798      1.3976942530798
9.95                 1.3976942530798      1.3976942530798
10                   1.3976942530798      1.3976942530798
10.05                1.3976942530798      1.3976942530798
10.1                 1.3976942530798      1.3976942530798
10.15                1.3976942530798      1.3976942530798
10.2                 1.3976942530798      1.3976942530798
10.25                1.3976942530798      1.3976942530798
10.3                 1.3976942530798      1.3976942530798
10.35                1.3976942530798      1.3976942530798
10.4                 1.3976942530798      1.3976942530798
10.45                1.3976942530798      1.3976942530798
10.5                 1.3976942530798      1.3976942530798
10.55                1.3976942530798      1.3976942530798
10.6                 1.3976942530798      1.3976942530798
10.65                1.3976942530798      1.3976942530798
10.7                 1.3976942530798      1.3976942530798
10.75                1.3976942530798      1.3976942530798
10.8                 1.3976942530798      1.3976942530798
10.85                1.3976942530798      1.3976942530798
10.9                 1.3976942530798      1.3976942530798
10.95                1.3976942530798      1.3976942530798
11                   1.3976942530798      1.3976942530798
11.05                1.3976942530798      1.3976942530798
11.1                 1.3976942530798      1.3976942530798
11.15                1.3976942530798      1.3976942530798
11.2                 1.3976942530798      1.3976942530798
11.25                1.3976942530798      1.3976942530798
11.3                 1.3976942530798      1.3976942530798
11.35                1.3976942530798      1.3976942530798
11.4                 1.3976942530798      1.3976942530798
11.45                1.3976942530798      1.3976942530798
11.5                 1.3976942530798      1.3976942530798
11.55                1.3976942530798      1.3976942530798
11.6                 1.3976942530798      1.3976942530798
11.65                1.3976942530798      1.3976942530798
11.7                 1.3976942530798      1.3976942530798
11.75                1.3976942530798      1.3976942530798
11.8                 1.3976942530798      1.3976942530798
11.85                1.3976942530798      1.3976942530798
11.9                 1.3976942530798      1.3976942530798
11.95                1.3976942530798      1.3976942530798
12                   1.3976942530798      1.3976942530798
12.05                1.3976942530798      1.3976942530798
12.1                 1.3976942530798      1.3976942530798
12.15                1.3976942530798      1.3976942530798
12.2                 1.3976942530798      1.3976942530798
12.25                1.3976942530798      1.3976942530798
12.3                 1.3976942530798      1.3976942530798
12.35                1.3976942530798      1.3976942530798
12.4                 1.3976942530798      1.3976942530798
12.45                1.3976942530798      1.3976942530798
12.5                 1.3976942530798      1.3976942530798
12.55                1.3976942530798      1.3976942530798
12.6                 1.3976942530798      1.3976942530798
12.65                1.3976942530798      1.3976942530798
12.7                 1.3976942530798      1.3976942530798
12.75                1.3976942530798      1.3976942530798
12.8                 1.3976942530798      1.3976942530798
12.85                1.3976942530798      1.3976942530798
12.9                 1.3976942530798      1.3976942530798
12.95                1.3976942530798      1.3976942530798
13                   1.3976942530798      1.3976942530798
13.05                1.3976942530798      1.3976942530798
13.1                 1.3976942530798      1.3976942530798
13.15                1.3976942530798      1.3976942530798
13.2                 1.3976942530798      1.3976942530798
13.25                1.3976942530798      1.3976942530798
13.3                 1.3976942530798      1.3976942530798
13.35                1.3976942530798      1.3976942530798
13.4                 1.3976942530798      1.3976942530798
13.45                1.3976942530798      1.3976942530798
13.5                 1.3976942530798      1.3976942530798
13.55                1.3976942530798      1.3976942530798
13.6                 1.3976942530798      1.3976942530798
13.65                1.3976942530798      1.3976942530798
13.7                 1.3976942530798      1.3976942530798
13.75                1.3976942530798      1.3976942530798
13.8                 1.3976942530798      1.3976942530798
13.85                1.3976942530798      1.3976942530798
13.9                 1.3976942530798      1.3976942530798
13.95                1.3976942530798      1.3976942530798
14                   1.3976942530798      1.3976942530798
14.05                1.3976942530798      1.3976942530798
14.1                 1.3976942530798      1.3976942530798
14.15                1.3976942530798      1.3976942530798
14.2                 1.3976942530798      1.3976942530798
14.25                1.3976942530798      1.3976942530798
14.3                 1.3976942530798      1.3976942530798
14.35                1.3976942530798      1.3976942530798
14.4                 1.3976942530798      1.3976942530798
14.45                1.3976942530798      1.3976942530798
14.5                 1.3976942530798      1.3976942530798
14.55                1.3976942530798      1.3976942530798
14.6                 1.3976942530798      1.3976942530798
14.65                1.3976942530798      1.3976942530798
14.7                 1.3976942530798      1.3976942530798
14.75                1.3976942530798      1.3976942530798
14.8                 1.3976942530798      1.3976942530798
14.85                1.3976942530798      1.3976942530798
14.9                 1.3976942530798      1.3976942530798
14.95                1.3976942530798      1.3976942530798
15                   1.3976942530798      1.3976942530798
15.05                1.3976942530798      1.3976942530798
