level,label,wavelength_nm,existing_real,existing_imag,independent_real,independent_imag,absolute_complex_error
pathway,C_m1_n1_l1,453.0,7.702127203193174,0.04365855609117918,7.702127203185123,0.04365855609113064,8.051483719662199e-12
pathway,C_m1_n1_l1,454.0,7.767149420274412,0.044239754147172086,7.767149420266291,0.04423975414712286,8.120764481396235e-12
pathway,C_m1_n1_l1,455.0,7.83272706040379,0.044828901183738556,7.832727060395595,0.044828901183688645,8.194486103420997e-12
pathway,C_m1_n1_l1,456.0,7.898865759344734,0.04542611719187927,7.898865759336466,0.04542611719182866,8.267319655515643e-12
pathway,C_m1_n1_l1,457.0,7.965571225630776,0.04603152425409032,7.965571225622436,0.046031524254039,8.340153258167712e-12
pathway,C_m1_n1_l1,458.0,8.032849241732642,0.046645246586832084,8.032849241724222,0.04664524658678002,8.420092374948344e-12
pathway,C_m1_n1_l1,459.0,8.100705665247846,0.04726741058399426,8.100705665239355,0.04726741058394146,8.491149843267824e-12
pathway,C_m1_n1_l1,460.0,8.169146430113384,0.04789814486138268,8.169146430104824,0.04789814486132916,8.560430912859546e-12
pathway,C_m1_n1_l1,461.0,8.238177547842055,0.04853758030225656,8.238177547833411,0.04853758030220226,8.643922915154217e-12
pathway,C_m1_n1_l1,462.0,8.307805108782807,0.04918585010394308,8.307805108774085,0.04918585010388802,8.722085872874304e-12
pathway,C_m1_n1_l1,463.0,8.378035283405918,0.04984308982555946,8.37803528339712,0.049843089825503596,8.798472782100295e-12
pathway,C_m1_n1_l1,464.0,8.448874323613346,0.050509437436872195,8.448874323604471,0.05050943743681555,8.87485952577042e-12
pathway,C_m1_n1_l1,465.0,8.520328564074934,0.051185033368324126,8.520328564065972,0.05118503336826668,8.961904378781996e-12
pathway,C_m1_n1_l1,466.0,8.592404423591056,0.05187002056226144,8.59240442358202,0.051870020562203176,9.036515088197456e-12
pathway,C_m1_n1_l1,467.0,8.665108406482386,0.05256454452539369,8.665108406473271,0.05256454452533459,9.114678539211244e-12
pathway,C_m1_n1_l1,468.0,8.738447104007234,0.05326875338251995,8.738447103998032,0.05326875338246,9.20172368790516e-12
pathway,C_m1_n1_l1,469.0,8.812427195807308,0.05398279793155669,8.812427195798028,0.05398279793149587,9.279887433155411e-12
pathway,C_m1_n1_l1,470.0,8.88705545138249,0.05470683169990324,8.887055451373124,0.05470683169984157,9.366932601131503e-12
pathway,C_m1_n1_l1,471.0,8.962338731595203,0.05544101100218164,8.962338731585755,0.05544101100211909,9.448649098681987e-12
pathway,C_m1_n1_l1,472.0,9.03828399020528,0.056185494999389345,9.038283990195742,0.056185494999325895,9.537470925189045e-12
pathway,C_m1_n1_l1,473.0,9.114898275435893,0.05694044575950462,9.114898275426269,0.05694044575944024,9.624516676263516e-12
pathway,C_m1_n1_l1,474.0,9.192188731571317,0.05770602831958423,9.192188731561611,0.05770602831951892,9.706233489939875e-12
pathway,C_m1_n1_l1,475.0,9.270162600587357,0.05848241074939697,9.270162600577558,0.05848241074933071,9.79860835647825e-12
pathway,C_m1_n1_l1,476.0,9.348827223815142,0.059269764216635185,9.348827223805259,0.059269764216568016,9.883877687647012e-12
pathway,C_m1_n1_l1,477.0,9.428190043639127,0.06006826305374927,9.428190043629158,0.06006826305368112,9.969147551324385e-12
pathway,C_m1_n1_l1,478.0,9.508258605230166,0.06087808482645174,9.508258605220103,0.060878084826382635,1.0063298767325745e-11
pathway,C_m1_n1_l1,479.0,9.589040558314384,0.06169941040393795,9.589040558304225,0.06169941040386783,1.0159226737944715e-11
pathway,C_m1_n1_l1,480.0,9.670543658978868,0.06253242403087264,9.67054365896862,0.06253242403080149,1.0248049608880972e-11
pathway,C_m1_n1_l1,481.0,9.752775771515061,0.06337731340119394,9.752775771504721,0.06337731340112175,1.034042517232719e-11
pathway,C_m1_n1_l1,482.0,9.835744870300578,0.06423426973378568,9.835744870290144,0.06423426973371248,1.043457686925613e-11
pathway,C_m1_n1_l1,483.0,9.919459041720721,0.06510348785007361,9.919459041710192,0.06510348784999931,1.0528729165385154e-11
pathway,C_m1_n1_l1,484.0,10.003926486130377,0.06598516625360035,10.003926486119756,0.065985166253525,1.0621104773224588e-11
pathway,C_m1_n1_l1,485.0,10.089155519857517,0.06687950721163743,10.089155519846795,0.06687950721156095,1.072236264617636e-11
pathway,C_m1_n1_l1,486.0,10.175154577249167,0.06778671683889359,10.17515457723835,0.067786716838816,1.0816515091580221e-11
pathway,C_m1_n1_l1,487.0,10.261932212761025,0.06870700518338087,10.261932212750107,0.06870700518330218,1.0917772697064005e-11
pathway,C_m1_n1_l1,488.0,10.349497103091776,0.06964058631450304,10.349497103080761,0.0696405863144232,1.1015478096532879e-11
pathway,C_m1_n1_l1,489.0,10.437858049363227,0.07058767841343026,10.437858049352112,0.07058767841334927,1.1114959823549331e-11
pathway,C_m1_n1_l1,490.0,10.52702397934746,0.07154850386582998,10.527023979336246,0.07154850386574778,1.1214441973710389e-11
pathway,C_m1_n1_l1,491.0,10.617003949742083,0.0725232893570223,10.617003949730764,0.0725232893569389,1.1319253070044106e-11
pathway,C_m1_n1_l1,492.0,10.707807148494977,0.07351226596963423,10.707807148483555,0.07351226596954961,1.1422287874994293e-11
pathway,C_m1_n1_l1,493.0,10.79944289717969,0.07451566928382647,10.799442897168163,0.07451566928374061,1.1527099314853951e-11
pathway,C_m1_n1_l1,494.0,10.891920653422737,0.07553373948017052,10.8919206534111,0.07553373948008338,1.1637239902684464e-11
pathway,C_m1_n1_l1,495.0,10.985250013384276,0.07656672144525685,10.985250013372541,0.07656672144516842,1.173494646733292e-11
pathway,C_m1_n1_l1,496.0,11.079440714293492,0.07761486488011703,11.07944071428164,0.0776148648800273,1.1852192422621941e-11
pathway,C_m1_n1_l1,497.0,11.174502637039966,0.0786784244115444,11.174502637028008,0.07867842441145334,1.1958780981550075e-11
pathway,C_m1_n1_l1,498.0,11.270445808822759,0.0797576597064037,11.270445808810686,0.07975765970631135,1.2072474252468942e-11
pathway,C_m1_n1_l1,499.0,11.36728040585848,0.08085283558902065,11.367280405846302,0.0808528355889269,1.2179063280305666e-11
pathway,C_m1_n1_l1,500.0,11.465016756150007,0.08196422216174587,11.465016756137716,0.08196422216165077,1.2290980924438837e-11
pathway,C_m1_n1_l1,501.0,11.563665342317444,0.0830920949287929,11.563665342305036,0.08309209492869635,1.2408228145452381e-11
pathway,C_m1_n1_l1,502.0,11.66323680449294,0.08423673492345064,11.663236804480421,0.08423673492335264,1.2518370288044394e-11
pathway,C_m1_n1_l1,503.0,11.763741943281085,0.0853984288387765,11.763741943268451,0.08539842883867702,1.2633841582750898e-11
pathway,C_m1_n1_l1,504.0,11.865191722786598,0.0865774691618782,11.865191722773847,0.08657746916177729,1.2751088655523338e-11
pathway,C_m1_n1_l1,505.0,11.967597273711247,0.08777415431189943,11.96759727369838,0.08777415431179694,1.2868337072199162e-11
pathway,C_m1_n1_l1,506.0,12.070969896521573,0.08898878878182233,12.070969896508583,0.08898878878171834,1.2990913754206685e-11
pathway,C_m1_n1_l1,507.0,12.175321064689719,0.09022168328421243,12.175321064676606,0.09022168328410687,1.3113491015191695e-11
pathway,C_m1_n1_l1,508.0,12.280662428009,0.0914731549010279,12.280662427995768,0.09147315490092083,1.323251536770191e-11
pathway,C_m1_n1_l1,509.0,12.387005815986438,0.09274352723762486,12.387005815973085,0.09274352723751614,1.3353316945725617e-11
pathway,C_m1_n1_l1,510.0,12.494363241314343,0.09403313058109264,12.494363241300862,0.09403313058098224,1.3481224085824618e-11
pathway,C_m1_n1_l1,511.0,12.602746903423053,0.0953423020630593,12.602746903409441,0.09534230206294725,1.3612683620276391e-11
pathway,C_m1_n1_l1,512.0,12.712169192117127,0.09667138582711073,12.712169192103397,0.09667138582699698,1.3729933155456886e-11
pathway,C_m1_n1_l1,513.0,12.822642691297302,0.09802073320097479,12.82264269128344,0.09802073320085933,1.386316961639454e-11
pathway,C_m1_n1_l1,514.0,12.934180182770508,0.09939070287362432,12.934180182756517,0.09939070287350714,1.3991077220612748e-11
pathway,C_m1_n1_l1,515.0,13.046794650150575,0.1007816610774615,13.046794650136448,0.10078166107734249,1.412786725925208e-11
pathway,C_m1_n1_l1,516.0,13.160499282851951,0.10219398177574945,13.160499282837696,0.10219398177562863,1.4255775630059093e-11
pathway,C_m1_n1_l1,517.0,13.275307480179281,0.10362804685546559,13.275307480164892,0.10362804685534295,1.43890130324463e-11
pathway,C_m1_n1_l1,518.0,13.391232855515378,0.10508424632575597,13.391232855500848,0.10508424632563139,1.4531132995708671e-11
pathway,C_m1_n1_l1,519.0,13.508289240610427,0.106562978522176,13.508289240595758,0.10656297852204961,1.4669699217244467e-11
pathway,C_m1_n1_l1,520.0,13.626490689975446,0.10806465031691462,13.626490689960644,0.10806465031678619,1.480293863830338e-11
pathway,C_m1_n1_l1,521.0,13.745851485382724,0.10958967733519744,13.745851485367783,0.10958967733506708,1.4941506010459036e-11
pathway,C_m1_n1_l1,522.0,13.86638614047658,0.11113848417808325,13.866386140461492,0.11113848417795086,1.5088955833724387e-11
pathway,C_m1_n1_l1,523.0,13.988109405497422,0.11271150465186562,13.988109405482195,0.11271150465173123,1.5227523888139207e-11
pathway,C_m1_n1_l1,524.0,14.111036272122611,0.11430918200430783,14.111036272107238,0.11430918200417131,1.5373198238250394e-11
pathway,C_m1_n1_l1,525.0,14.235181978427219,0.1159319691679415,14.235181978411699,0.11593196916780285,1.5520649043080014e-11
pathway,C_m1_n1_l1,526.0,14.360562013968636,0.1175803290106755,14.360562013952965,0.11758032901053476,1.5671651962910895e-11
pathway,C_m1_n1_l1,527.0,14.487192124998128,0.119254734593962,14.487192124982306,0.119254734593819,1.5822656671204055e-11
pathway,C_m1_n1_l1,528.0,14.615088319803618,0.12095566943878587,14.615088319787638,0.1209556694386407,1.5980765556596795e-11
pathway,C_m1_n1_l1,529.0,14.744266874187238,0.1226836277997477,14.744266874171114,0.12268362779960024,1.6124665355029476e-11
pathway,C_m1_n1_l1,530.0,14.874744337081756,0.12443911494752193,14.874744337065481,0.1244391149473722,1.62756700833659e-11
pathway,C_m1_n1_l1,531.0,15.006537536310136,0.12622264745998704,15.006537536293699,0.12622264745983489,1.6437334084337367e-11
pathway,C_m1_n1_l1,532.0,15.139663584492341,0.12803475352233007,15.13966358447575,0.12803475352217555,1.6591892372742384e-11
pathway,C_m1_n1_l1,533.0,15.274139885104123,0.12987597323644667,15.274139885087369,0.12987597323628974,1.6755332626674568e-11
pathway,C_m1_n1_l1,534.0,15.409984138692,0.1317468589399639,15.409984138675082,0.13174685893980445,1.691877397324697e-11
pathway,C_m1_n1_l1,535.0,15.547214349249597,0.1336479755352328,15.547214349232515,0.1336479755350708,1.708221564043143e-11
pathway,C_m1_n1_l1,536.0,15.68584883076007,0.1355799008286467,15.685848830742822,0.13557990082848217,1.7249209653755513e-11
pathway,C_m1_n1_l1,537.0,15.825906213909668,0.13754322588065754,15.825906213892248,0.13754322588049034,1.742153387429734e-11
pathway,C_m1_n1_l1,538.0,15.967405452977946,0.13953855536687937,15.967405452960355,0.13953855536670953,1.7592081611467687e-11
pathway,C_m1_n1_l1,539.0,16.1103658329099,0.14156650795068143,16.110365832892136,0.1415665079505089,1.7764406216540006e-11
pathway,C_m1_n1_l1,540.0,16.254806976575875,0.14362771666769095,16.25480697655794,0.14362771666751561,1.793495569297634e-11
pathway,C_m1_n1_l1,541.0,16.400748852225025,0.14572282932264488,16.400748852206906,0.14572282932246677,1.8119715135966267e-11
pathway,C_m1_n1_l1,542.0,16.54821178113829,0.14785250889904256,16.54821178112,0.14785250889886148,1.829026639194129e-11
pathway,C_m1_n1_l1,543.0,16.69721644548772,0.15001743398208045,16.697216445469248,0.1500174339818965,1.8471474519885244e-11
pathway,C_m1_n1_l1,544.0,16.847783896407915,0.1522182991953567,16.847783896389256,0.15221829919516977,1.8659788616165058e-11
pathway,C_m1_n1_l1,545.0,16.999935562287284,0.15445581565186933,16.999935562268444,0.15445581565167935,1.884099854824535e-11
pathway,C_m1_n1_l1,546.0,17.15369325728522,0.1567307114198367,17.153693257266198,0.1567307114196437,1.902220799684416e-11
pathway,C_m1_n1_l1,547.0,17.30907919008339,0.15904373200391045,17.30907919006417,0.15904373200371416,1.9221183275674196e-11
pathway,C_m1_n1_l1,548.0,17.46611597287801,0.16139564084235775,17.4661159728586,0.16139564084215832,1.9413051875156915e-11
pathway,C_m1_n1_l1,549.0,17.624826630621385,0.16378721982082767,17.62482663060178,0.16378721982062502,1.960492140510995e-11
pathway,C_m1_n1_l1,550.0,17.785234610520874,0.16621926980333862,17.78523461050107,0.16621926980313262,1.9803897499459996e-11
pathway,C_m1_n1_l1,551.0,17.947363791803376,0.16869261118114523,17.947363791783378,0.16869261118093581,1.9999321739827203e-11
pathway,C_m1_n1_l1,552.0,18.11123849575461,0.1712080844401847,18.111238495734412,0.1712080844399717,2.0198300345599814e-11
pathway,C_m1_n1_l1,553.0,18.276883496042053,0.17376655074782388,18.276883496021654,0.17376655074760744,2.040083010079735e-11
pathway,C_m1_n1_l1,554.0,18.44432402933103,0.17636889255966093,18.444324029310422,0.17636889255944085,2.0610467034480215e-11
pathway,C_m1_n1_l1,555.0,18.613585806203883,0.17901601424717362,18.613585806183067,0.17901601424694988,2.0816551852692787e-11
pathway,C_m1_n1_l1,556.0,18.784695022392455,0.18170884274703816,18.784695022371427,0.18170884274681065,2.1029742984356904e-11
pathway,C_m1_n1_l1,557.0,18.957678370334413,0.184448328232979,18.957678370313175,0.1844483282327477,2.123938171550084e-11
pathway,C_m1_n1_l1,558.0,19.13256305106465,0.1872354448110532,19.132563051043196,0.18723544481081805,2.145612646464618e-11
pathway,C_m1_n1_l1,559.0,19.309376786453072,0.1900711912393068,19.309376786431404,0.1900711912390676,2.1669320962450498e-11
pathway,C_m1_n1_l1,560.0,19.488147831800838,0.19295659167279133,19.488147831778935,0.19295659167254814,2.190382994338238e-11
pathway,C_m1_n1_l1,561.0,19.668904988807412,0.19589269643496857,19.668904988785286,0.1958926964347213,2.2127682466976945e-11
pathway,C_m1_n1_l1,562.0,19.85167761892146,0.19888058281658064,19.8516776188991,0.19888058281632912,2.2362194443102237e-11
pathway,C_m1_n1_l1,563.0,20.03649565708881,0.20192135590311164,20.036495657066233,0.20192135590285576,2.257894536334236e-11
pathway,C_m1_n1_l1,564.0,20.223389625911803,0.2050161494320236,20.223389625888988,0.20501614943176324,2.2817012604530325e-11
pathway,C_m1_n1_l1,565.0,20.41239065023427,0.20816612668099826,20.41239065021121,0.2081661266807335,2.3058631822212615e-11
pathway,C_m1_n1_l1,566.0,20.60353047216754,0.21137248138848103,20.603530472144246,0.21137248138821182,2.329669900054388e-11
pathway,C_m1_n1_l1,567.0,20.79684146657314,0.21463643870787774,20.7968414665496,0.21463643870760374,2.3541875445520984e-11
pathway,C_m1_n1_l1,568.0,20.992356657018604,0.2179592561968264,20.992356656994836,0.2179592561965477,2.376928840248245e-11
pathway,C_m1_n1_l1,569.0,21.19010973222372,0.22134222484303198,21.190109732199698,0.22134222484274846,2.402512289907589e-11
pathway,C_m1_n1_l1,570.0,21.390135063014835,0.2247866701282197,21.390135062990552,0.2247866701279312,2.4284511973278495e-11
pathway,C_m1_n1_l1,571.0,21.59246771980593,0.22829395313184264,21.592467719781386,0.22829395313154915,2.454745332621908e-11
pathway,C_m1_n1_l1,572.0,21.79714349062587,0.2318654716762593,21.797143490601066,0.2318654716759606,2.4806845030680986e-11
pathway,C_m1_n1_l1,573.0,22.004198899712133,0.23550266151517804,22.00419889968707,0.23550266151487406,2.5066238253572188e-11
pathway,C_m1_n1_l1,574.0,22.21367122669178,0.2392069975672541,22.21367122666644,0.2392069975669447,2.5343395600533734e-11
pathway,C_m1_n1_l1,575.0,22.425598526372113,0.24297999519682179,22.425598526346505,0.2429799951965069,2.560989611979577e-11
pathway,C_m1_n1_l1,576.0,22.640019649163747,0.24682321154384115,22.640019649137866,0.2468232115435205,2.5883505490108593e-11
pathway,C_m1_n1_l1,577.0,22.856974262159987,0.25073824690524077,22.85697426213383,0.2507382469049143,2.6160667863369532e-11
pathway,C_m1_n1_l1,578.0,23.076502870897805,0.25472674616995333,23.07650287087135,0.2547267461696211,2.6455592264244394e-11
pathway,C_m1_n1_l1,579.0,23.298646841826084,0.2587904003100508,23.298646841799364,0.25879040030971273,2.6722098091197188e-11
pathway,C_m1_n1_l1,580.0,23.523448425509127,0.26293094793051974,23.523448425482115,0.2629309479301755,2.7013475364904477e-11
pathway,C_m1_n1_l1,581.0,23.75095078059317,0.2671501768803329,23.750950780565855,0.2671501768799822,2.7315513686187154e-11
pathway,C_m1_n1_l1,582.0,23.981197998566106,0.27144992592762174,23.98119799853849,0.2714499259272647,2.7617551530090465e-11
pathway,C_m1_n1_l1,583.0,24.214235129341827,0.2758320865019049,24.214235129313916,0.2758320865015413,2.7912486940203697e-11
pathway,C_m1_n1_l1,584.0,24.450108207700904,0.28029860450645866,24.450108207672685,0.28029860450608834,2.8221634429640725e-11
pathway,C_m1_n1_l1,585.0,24.688864280622706,0.2848514822041127,24.68886428059418,0.2848514822037355,2.8527231967996517e-11
pathway,C_m1_n1_l1,586.0,24.93055143554383,0.2894927801798981,24.930551435514992,0.28949278017951396,2.8839935326090855e-11
pathway,C_m1_n1_l1,587.0,25.175218829580462,0.29422461938417305,25.1752188295513,0.2942246193837818,2.916329836705794e-11
pathway,C_m1_n1_l1,588.0,25.422916719753516,0.29904918326004315,25.42291671972401,0.29904918325964464,2.9507978257542534e-11
pathway,C_m1_n1_l1,589.0,25.673696494257797,0.3039687199591021,25.673696494227983,0.30396871995869607,2.981713755228983e-11
pathway,C_m1_n1_l1,590.0,25.92761070481765,0.3089855446497294,25.927610704787508,0.3089855446493156,3.014406291359876e-11
pathway,C_m1_n1_l1,591.0,26.184713100173813,0.3141020419224207,26.184713100143327,0.314102041921999,3.0488752805179333e-11
pathway,C_m1_n1_l1,592.0,26.44505866074918,0.3193206682968775,26.445058660718335,0.31932066829644784,3.0847652502106565e-11
pathway,C_m1_n1_l1,593.0,26.70870363454174,0.3246439548358264,26.70870363451056,0.32464395483538855,3.118524219028869e-11
pathway,C_m1_n1_l1,594.0,26.97570557429745,0.3300745098708411,26.975705574265916,0.33007450987039477,3.1537044839879756e-11
pathway,C_m1_n1_l1,595.0,27.246123376016076,0.3356150218457128,27.24612337598417,0.33561502184525777,3.1910165941582245e-11
pathway,C_m1_n1_l1,596.0,27.520017318848232,0.34126826228325363,27.520017318815956,0.34126826228278984,3.2279735855007226e-11
pathway,C_m1_n1_l1,597.0,27.797449106441707,0.3470370888817158,27.79744910640906,0.3470370888812429,3.2649310962106554e-11
pathway,C_m1_n1_l1,598.0,28.07848190980143,0.3529244487474157,28.07848190976842,0.35292444874693363,3.301178264073066e-11
pathway,C_m1_n1_l1,599.0,28.363180411727413,0.3589333817704757,28.363180411694014,0.3589333817699841,3.340267912232765e-11
pathway,C_m1_n1_l1,600.0,28.65161085290076,0.3650670241510473,28.65161085286697,0.3650670241505462,3.379357521203157e-11
pathway,C_m1_n1_l1,601.0,28.94384107969025,0.37132861208377993,28.943841079656057,0.3713286120832688,3.4198689268638195e-11
pathway,C_m1_n1_l1,602.0,29.239940593755485,0.37772148560876656,29.239940593720895,0.37772148560824503,3.459315187958368e-11
pathway,C_m1_n1_l1,603.0,29.539980603527525,0.3842490926376904,29.539980603492523,0.38424909263715873,3.50053732022309e-11
pathway,C_m1_n1_l1,604.0,29.844034077651155,0.3909149931644175,29.844034077615746,0.39091499316387496,3.541405370982992e-11
pathway,C_m1_n1_l1,605.0,30.15217580047787,0.39772286366982096,30.152175800442038,0.3977228636692674,3.583694569411768e-11
pathway,C_m1_n1_l1,606.0,30.46448242970345,0.4046765017312519,30.464482429667196,0.40467650173068737,3.625983823342001e-11
pathway,C_m1_n1_l1,607.0,30.78103255624852,0.4117798308476679,30.781032556211812,0.41177983084709163,3.671116084293471e-11
pathway,C_m1_n1_l1,608.0,31.101906766485847,0.4190369054921298,31.101906766448693,0.41903690549154177,3.715893264567006e-11
pathway,C_m1_n1_l1,609.0,31.427187706924837,0.42645191640411484,31.427187706887242,0.42645191640351454,3.75996084883606e-11
pathway,C_m1_n1_l1,610.0,31.756960151467567,0.4340291961348384,31.756960151429514,0.43402919613422575,3.805804811278615e-11
pathway,C_m1_n1_l1,611.0,32.09131107135895,0.4417732248596406,32.09131107132045,0.4417732248590148,3.850939562252232e-11
pathway,C_m1_n1_l1,612.0,32.43032970795961,0.44968863647236834,32.43032970792061,0.4496886364717299,3.899981132487964e-11
pathway,C_m1_n1_l1,613.0,32.77410764847638,0.4577802249776361,32.774107648436924,0.4577802249769837,3.94618317372487e-11
pathway,C_m1_n1_l1,614.0,33.12273890479523,0.4660529511978888,33.12273890475527,0.46605295119722284,3.995936795968141e-11
