x[nm]                   E_9_real[eV]            Psi_9_lh1_real[nm^-1/2] E_9_imag[eV]            Psi_9_lh1_imag[nm^-1/2]
7.1142317671146         2.3390988947366         2.338053759596          2.3390988947366         2.3391257056084
7.260978922993          2.3390988947366         2.3560677141291         2.3390988947366         2.3386635932877
7.4003918486039         2.3390988947366         2.3507231996361         2.3390988947366         2.3388006962204
7.532837099151          2.3390988947366         2.3494702294368         2.3390988947366         2.3388328386889
7.6586629098899         2.3390988947366         2.3480077871399         2.3390988947366         2.3388703547492
7.7782001117354         2.3390988947366         2.3468276564766         2.3390988947366         2.3389006286637
7.891763001107          2.3390988947366         2.3458373241009         2.3390988947366         2.3389260336791
7.9996501663019         2.3390988947366         2.3450058577211         2.3390988947366         2.338947363302
8.1021452725658         2.3390988947366         2.344304501385          2.3390988947366         2.3389653552096
8.1995178079279         2.3390988947366         2.3437099091733         2.3390988947366         2.338980608295
8.2920237917592         2.3390988947366         2.3432031688171         2.3390988947366         2.338993607715
8.3799064479186         2.3390988947366         2.342769036353          2.3390988947366         2.3390047445235
8.4633968442558         2.3390988947366         2.342395408979          2.3390988947366         2.3390143291936
8.5427145001525         2.3390988947366         2.3420735208069         2.3390988947366         2.3390225865971
8.6180679636999         2.3390988947366         2.3418005731945         2.3390988947366         2.3390295885274
8.6896553600291         2.3390988947366         2.3415724874321         2.3390988947366         2.3390354396158
8.7576649122373         2.3390988947366         2.3413792333949         2.3390988947366         2.3390403971654
8.8222754362784         2.3390988947366         2.3412134968734         2.3390988947366         2.3390446488075
8.8836568111193         2.3390988947366         2.3410702837172         2.3390988947366         2.3390483226574
8.9419704253995         2.3390988947366         2.3409457991804         2.3390988947366         2.3390515160616
8.9973696017656         2.3390988947366         2.3408370527698         2.3390988947366         2.3390543057353
9.05                    2.3390988947366         2.3407416423449         2.3390988947366         2.3390567533008
9.1                     2.3390988947366         2.3406576115574         2.3390988947366         2.3390589089442
9.15                    2.3390988947366         2.3405795427697         2.3390988947366         2.3390609116443
9.2                     2.3390988947366         2.3405070712936         2.3390988947366         2.3390627707565
9.25                    2.3390988947366         2.3404398482572         2.3390988947366         2.3390644952303
9.3                     2.3390988947366         2.3403775375611         2.3390988947366         2.3390660936878
9.35                    2.3390988947366         2.3403198083908         2.3390988947366         2.3390675746153
9.4                     2.3390988947366         2.3402663243931         2.3390988947366         2.3390689466413
9.45                    2.3390988947366         2.3402167295758         2.3390988947366         2.3390702188981
9.5                     2.3390988947366         2.340170630377          2.3390988947366         2.3390714014817
9.55                    2.3390988947366         2.3401275728901         2.3390988947366         2.3390725060363
9.6                     2.3390988947366         2.3400870137933         2.3390988947366         2.3390735464996
9.65                    2.3390988947366         2.3400486578623         2.3390988947366         2.339074530445
9.7                     2.3390988947366         2.3400123426583         2.3390988947366         2.3390754620396
9.75                    2.3390988947366         2.3399777959261         2.3390988947366         2.3390763482676
9.8                     2.3390988947366         2.3399448194328         2.3390988947366         2.3390771942142
9.85                    2.3390988947366         2.3399132656217         2.3390988947366         2.3390780036647
9.9                     2.3390988947366         2.3398830217522         2.3390988947366         2.3390787795113
9.95                    2.3390988947366         2.3398539991223         2.3390988947366         2.3390795240294
10                      2.3390988947366         2.3398261257455         2.3390988947366         2.3390802390656
10.05                   2.3390988947366         2.3397993413711         2.3390988947366         2.3390809261657
10.1                    2.3390988947366         2.3397735940966         2.3390988947366         2.339081586661
10.15                   2.3390988947366         2.3397488380606         2.3390988947366         2.3390822217281
10.2                    2.3390988947366         2.3397250318688         2.3390988947366         2.3390828324288
