x[nm]                 E_10[eV]              Psi^2_10_hh1[nm^-1/2]
7.1142317671146       2.3390988947366       2.3390988947366
7.260978922993        2.3390988947366       2.3390988947366
7.4003918486039       2.3390988947366       2.3390988947366
7.532837099151        2.3390988947366       2.3390988947366
7.6586629098899       2.3390988947366       2.3390988947366
7.7782001117354       2.3390988947366       2.3390988947366
7.891763001107        2.3390988947366       2.3390988947366
7.9996501663019       2.3390988947366       2.3390988947366
8.1021452725658       2.3390988947366       2.3390988947366
8.1995178079279       2.3390988947366       2.3390988947366
8.2920237917592       2.3390988947366       2.3390988947366
8.3799064479186       2.3390988947366       2.3390988947366
8.4633968442558       2.3390988947366       2.3390988947366
8.5427145001525       2.3390988947366       2.3390988947366
8.6180679636999       2.3390988947366       2.3390988947366
8.6896553600291       2.3390988947366       2.3390988947366
8.7576649122373       2.3390988947366       2.3390988947366
8.8222754362784       2.3390988947366       2.3390988947366
8.8836568111193       2.3390988947366       2.3390988947366
8.9419704253995       2.3390988947366       2.3390988947366
8.9973696017656       2.3390988947366       2.3390988947366
9.05                  2.3390988947366       2.3390988947366
9.1                   2.3390988947366       2.3390988947366
9.15                  2.3390988947366       2.3390988947366
9.2                   2.3390988947366       2.3390988947366
9.25                  2.3390988947366       2.3390988947366
9.3                   2.3390988947366       2.3390988947366
9.35                  2.3390988947366       2.3390988947366
9.4                   2.3390988947366       2.3390988947366
9.45                  2.3390988947366       2.3390988947366
9.5                   2.3390988947366       2.3390988947366
9.55                  2.3390988947366       2.3390988947366
9.6                   2.3390988947366       2.3390988947366
9.65                  2.3390988947366       2.3390988947366
9.7                   2.3390988947366       2.3390988947366
9.75                  2.3390988947366       2.3390988947366
9.8                   2.3390988947366       2.3390988947366
9.85                  2.3390988947366       2.3390988947366
9.9                   2.3390988947366       2.3390988947366
9.95                  2.3390988947366       2.3390988947366
10                    2.3390988947366       2.3390988947366
10.05                 2.3390988947366       2.3390988947366
10.1                  2.3390988947366       2.3390988947366
10.15                 2.3390988947366       2.3390988947366
10.2                  2.3390988947366       2.3390988947366
10.25                 2.3390988947366       2.3390988947366
10.3                  2.3390988947366       2.3390988947366
10.35                 2.3390988947366       2.3390988947366
10.4                  2.3390988947366       2.3390988947366
10.45                 2.3390988947366       2.3390988947366
10.5                  2.3390988947366       2.3390988947366
10.55                 2.3390988947366       2.3390988947366
10.6                  2.3390988947366       2.3390988947366
10.65                 2.3390988947366       2.3390988947366
10.7                  2.3390988947366       2.3390988947366
10.75                 2.3390988947366       2.3390988947366
10.8                  2.3390988947366       2.3390988947366
10.85                 2.3390988947366       2.3390988947366
10.9                  2.3390988947366       2.3390988947366
10.95                 2.3390988947366       2.3390988947366
11                    2.3390988947366       2.3390988947366
11.05                 2.3390988947366       2.3390988947366
11.1                  2.3390988947366       2.3390988947366
11.15                 2.3390988947366       2.3390988947366
11.2                  2.3390988947366       2.3390988947366
11.25                 2.3390988947366       2.3390988947366
11.3                  2.3390988947366       2.3390988947366
11.35                 2.3390988947366       2.3390988947366
11.4                  2.3390988947366       2.3390988947366
11.45                 2.3390988947366       2.3390988947366
11.5                  2.3390988947366       2.3390988947366
