x[nm]                E_9[eV]              Psi^2_9_lh1[nm^-1/2]
7.1142317671146      2.3390988947366      2.3390999877629
7.260978922993       2.3390988947366      2.3393870250556
7.4003918486039      2.3390988947366      2.3392341081234
7.532837099151       2.3390988947366      2.3392065301059
7.6586629098899      2.3390988947366      2.339178315331
7.7782001117354      2.3390988947366      2.3391586678041
7.891763001107       2.3390988947366      2.3391443310479
7.9996501663019      2.3390988947366      2.3391338099101
8.1021452725658      2.3390988947366      2.33912601091
8.1995178079279      2.3390988947366      2.3391201701825
8.2920237917592      2.3390988947366      2.3391157508877
8.3799064479186      2.3390988947366      2.3391123735404
8.4633968442558      2.3390988947366      2.3391097688941
8.5427145001525      2.3390988947366      2.3391077489598
8.6180679636999      2.3390988947366      2.3391061986065
8.6896553600291      2.3390988947366      2.339105017424
8.7576649122373      2.3390988947366      2.339104098103
8.8222754362784      2.3390988947366      2.3391033692215
8.8836568111193      2.3390988947366      2.3391027836687
8.9419704253995      2.3390988947366      2.3391023080374
8.9973696017656      2.3390988947366      2.3391019179182
9.05                 2.3390988947366      2.3391015951322
9.1                  2.3390988947366      2.3391013259336
9.15                 2.3390988947366      2.339101088498
9.2                  2.3390988947366      2.3391008790028
9.25                 2.3390988947366      2.3391006940763
9.3                  2.3390988947366      2.33910053074
9.35                 2.3390988947366      2.3391003863477
9.4                  2.3390988947366      2.3391002585255
9.45                 2.3390988947366      2.3391001451137
9.5                  2.3390988947366      2.3391000441098
9.55                 2.3390988947366      2.3390999536118
9.6                  2.3390988947366      2.3390998717584
9.65                 2.3390988947366      2.3390997973803
9.7                  2.3390988947366      2.3390997296728
9.75                 2.3390988947366      2.3390996677123
9.8                  2.3390988947366      2.3390996107961
9.85                 2.3390988947366      2.339099558373
9.9                  2.3390988947366      2.3390995099964
9.95                 2.3390988947366      2.3390994652945
10                   2.3390988947366      2.3390994239496
10.05                2.3390988947366      2.339099385685
10.1                 2.3390988947366      2.3390993502554
10.15                2.3390988947366      2.339099317441
10.2                 2.3390988947366      2.3390992870423
10.25                2.3390988947366      2.339099258878
10.3                 2.3390988947366      2.3390992327814
10.35                2.3390988947366      2.3390992085994
10.4                 2.3390988947366      2.339099186191
10.45                2.3390988947366      2.3390991654258
10.5                 2.3390988947366      2.3390991461831
10.55                2.3390988947366      2.3390991283515
10.6                 2.3390988947366      2.3390991118276
10.65                2.3390988947366      2.3390990965158
10.7                 2.3390988947366      2.3390990823272
10.75                2.3390988947366      2.3390990691799
10.8                 2.3390988947366      2.3390990569975
10.85                2.3390988947366      2.3390990457096
10.9                 2.3390988947366      2.3390990352507
10.95                2.3390988947366      2.3390990255602
11                   2.3390988947366      2.3390990165818
11.05                2.3390988947366      2.3390990082637
11.1                 2.3390988947366      2.3390990005574
11.15                2.3390988947366      2.3390989934183
11.2                 2.3390988947366      2.3390989868049
11.25                2.3390988947366      2.339098980679
11.3                 2.3390988947366      2.3390989750048
11.35                2.3390988947366      2.3390989697495
11.4                 2.3390988947366      2.3390989648826
11.45                2.3390988947366      2.3390989603758
11.5                 2.3390988947366      2.3390989562029
11.55                2.3390988947366      2.3390989523397
11.6                 2.3390988947366      2.3390989487638
11.65                2.3390988947366      2.3390989454544
11.7                 2.3390988947366      2.3390989423922
11.75                2.3390988947366      2.3390989395595
11.8                 2.3390988947366      2.3390989369398
11.85                2.3390988947366      2.3390989345179
11.9                 2.3390988947366      2.3390989322797
11.95                2.3390988947366      2.3390989302122
12                   2.3390988947366      2.3390989283034
12.05                2.3390988947366      2.3390989265423
12.1                 2.3390988947366      2.3390989249185
12.15                2.3390988947366      2.3390989234227
12.2                 2.3390988947366      2.3390989220462
12.25                2.3390988947366      2.3390989207809
12.3                 2.3390988947366      2.3390989196195
12.35                2.3390988947366      2.3390989185552
12.4                 2.3390988947366      2.3390989175819
12.45                2.3390988947366      2.3390989166939
12.5                 2.3390988947366      2.3390989158861
12.55                2.3390988947366      2.3390989151538
12.6                 2.3390988947366      2.3390989144926
12.65                2.3390988947366      2.3390989138988
12.7                 2.3390988947366      2.3390989133689
12.75                2.3390988947366      2.3390989128998
12.8                 2.3390988947366      2.3390989124889
12.85                2.3390988947366      2.3390989121336
12.9                 2.3390988947366      2.339098911832
12.95                2.3390988947366      2.3390989115823
13                   2.3390988947366      2.339098911383
13.05                2.3390988947366      2.339098911233
13.1                 2.3390988947366      2.3390989111315
13.15                2.3390988947366      2.3390989110777
13.2                 2.3390988947366      2.3390989110715
13.25                2.3390988947366      2.3390989111128
13.3                 2.3390988947366      2.3390989112017
13.35                2.3390988947366      2.3390989113389
13.4                 2.3390988947366      2.3390989115251
13.45                2.3390988947366      2.3390989117615
13.5                 2.3390988947366      2.3390989120493
13.55                2.3390988947366      2.3390989123902
13.6                 2.3390988947366      2.3390989127863
13.65                2.3390988947366      2.3390989132399
13.7                 2.3390988947366      2.3390989137535
13.75                2.3390988947366      2.3390989143301
13.8                 2.3390988947366      2.3390989149732
13.85                2.3390988947366      2.3390989156864
13.9                 2.3390988947366      2.3390989164739
13.95                2.3390988947366      2.3390989173402
14                   2.3390988947366      2.3390989182904
14.05                2.3390988947366      2.33909891933
14.1                 2.3390988947366      2.3390989204651
14.15                2.3390988947366      2.3390989217021
14.2                 2.3390988947366      2.3390989230484
14.25                2.3390988947366      2.3390989245117
14.3                 2.3390988947366      2.3390989261004
14.35                2.3390988947366      2.3390989278239
14.4                 2.3390988947366      2.3390989296921
14.45                2.3390988947366      2.3390989317159
14.5                 2.3390988947366      2.3390989339069
14.55                2.3390988947366      2.3390989362779
14.6                 2.3390988947366      2.3390989388426
14.65                2.3390988947366      2.3390989416159
14.7                 2.3390988947366      2.3390989446138
14.75                2.3390988947366      2.3390989478537
14.8                 2.3390988947366      2.3390989513544
14.85                2.3390988947366      2.3390989551361
14.9                 2.3390988947366      2.3390989592209
14.95                2.3390988947366      2.3390989636323
15                   2.3390988947366      2.3390989683962
15.05                2.3390988947366      2.3390989735403
15.1                 2.3390988947366      2.3390989790948
15.15                2.3390988947366      2.3390989850926
15.2                 2.3390988947366      2.3390989915695
15.25                2.3390988947366      2.339098998565
15.3                 2.3390988947366      2.3390990061224
15.35                2.3390988947366      2.3390990142902
15.4                 2.3390988947366      2.3390990231232
15.45                2.3390988947366      2.3390990326841
15.5                 2.3390988947366      2.3390990430463
15.55                2.3390988947366      2.339099054298
15.6                 2.3390988947366      2.3390990665479
15.65                2.3390988947366      2.3390990799344
15.7                 2.3390988947366      2.3390990946391
15.75                2.3390988947366      2.3390991108203
15.8                 2.3390988947366      2.3390991287101
15.85                2.3390988947366      2.3390991486776
15.9                 2.3390988947366      2.3390991711003
15.95                2.3390988947366      2.3390991963754
16                   2.3390988947366      2.3390992249323
16.05                2.3390988947366      2.3390992572436
16.1                 2.3390988947366      2.3390992938384
16.15                2.3390988947366      2.3390993353149
16.2                 2.3390988947366      2.3390993823565
16.25                2.3390988947366      2.3390994357489
16.3                 2.3390988947366      2.3390994964016
16.35                2.3390988947366      2.3390995653721
16.4                 2.3390988947366      2.3390996438979
16.45                2.3390988947366      2.3390997334344
16.5                 2.3390988947366      2.3390998357071
16.55                2.3390988947366      2.3390999527847
16.6                 2.3390988947366      2.3391000872006
16.65                2.3390988947366      2.3391002421943
16.7                 2.3390988947366      2.3391004223107
16.75                2.3390988947366      2.339100631992
16.8                 2.3390988947366      2.3391008732276
16.85                2.3390988947366      2.339101147985
16.9                 2.3390988947366      2.3391014597191
16.95                2.3390988947366      2.3391018128699
17                   2.3390988947366      2.3391022126955
17.05                2.3390988947366      2.3391026652535
17.1                 2.3390988947366      2.3391031774557
17.15                2.3390988947366      2.3391037571636
17.2                 2.3390988947366      2.3391044133173
17.25                2.3390988947366      2.3391051561029
17.3                 2.3390988947366      2.3391059971842
17.35                2.3390988947366      2.3391069500701
17.4                 2.3390988947366      2.3391080308008
17.45                2.3390988947366      2.3391092594379
17.5                 2.3390988947366      2.3391106636379
17.55                2.3390988947366      2.3391122622587
17.6                 2.3390988947366      2.3391140547839
17.65                2.3390988947366      2.3391160429067
17.7                 2.3390988947366      2.3391182355874
17.75                2.3390988947366      2.3391206443102
17.8                 2.3390988947366      2.3391232812034
17.85                2.3390988947366      2.3391261581029
17.9                 2.3390988947366      2.3391292859354
17.95                2.3390988947366      2.3391326742189
18                   2.3390988947366      2.3391363306199
18.05                2.3390988947366      2.3391402605756
18.1                 2.3390988947366      2.3391444670218
18.15                2.3390988947366      2.3391489502997
18.2                 2.3390988947366      2.3391537083462
18.25                2.3390988947366      2.3391587373087
18.3                 2.3390988947366      2.3391640327732
18.35                2.3390988947366      2.3391695918536
18.4                 2.3390988947366      2.3391754164637
18.45                2.3390988947366      2.3391815182008
18.5                 2.3390988947366      2.3391879254129
18.55                2.3390988947366      2.3391946567299
18.6                 2.3390988947366      2.3392017475816
18.65                2.3390988947366      2.3392092749077
18.7                 2.3390988947366      2.3392173079085
18.75                2.3390988947366      2.3392259113746
18.8                 2.3390988947366      2.3392351481797
18.85                2.3390988947366      2.3392450811592
18.9                 2.3390988947366      2.3392557745529
18.95                2.3390988947366      2.3392672951396
19                   2.3390988947366      2.3392797131631
19.05                2.3390988947366      2.3392931031196
19.1                 2.3390988947366      2.3393075444563
19.15                2.3390988947366      2.3393231222198
19.2                 2.3390988947366      2.3393399276809
19.25                2.3390988947366      2.3393580589557
19.3                 2.3390988947366      2.3393776216404
19.35                2.3390988947366      2.3393987294705
19.4                 2.3390988947366      2.3394215050178
19.45                2.3390988947366      2.3394460804353
19.5                 2.3390988947366      2.3394725982611
19.55                2.3390988947366      2.3395012122977
19.6                 2.3390988947366      2.3395320885824
19.65                2.3390988947366      2.3395654064753
19.7                 2.3390988947366      2.3396013599005
19.75                2.3390988947366      2.3396401587913
19.8                 2.3390988947366      2.3396820308176
19.85                2.3390988947366      2.3397272235114
19.9                 2.3390988947366      2.339776006963
19.95                2.3390988947366      2.3398286773569
20                   2.3390988947366      2.3398855617474
20.05                2.3390988947366      2.3399470246933
20.1                 2.3390988947366      2.3400134776942
20.15                2.3390988947366      2.3400853928734
20.2                 2.3390988947366      2.3401633231268
20.25                2.3390988947366      2.3402479321555
20.3                 2.3390988947366      2.3403400396575
20.35                2.3390988947366      2.340440689867
20.4                 2.3390988947366      2.3405512562186
20.45                2.3390988947366      2.3406729344094
20.5                 2.3390988947366      2.3408074631546
20.55                2.3390988947366      2.3409576089863
20.6                 2.3390988947366      2.3411261995521
20.65                2.3390988947366      2.3413162114251
20.7                 2.3390988947366      2.3415308550992
20.75                2.3390988947366      2.3417736595074
20.8                 2.3390988947366      2.3420485582912
20.85                2.3390988947366      2.3423599790358
20.9                 2.3390988947366      2.3427129341016
20.95                2.3390988947366      2.3431131056184
21.002630398234      2.3390988947366      2.3435929361378
21.058029574601      2.3390988947366      2.3441728594792
21.116343188881      2.3390988947366      2.3448798988372
21.177724563722      2.3390988947366      2.3457503395183
21.242335087763      2.3390988947366      2.3468338423864
21.310344639971      2.3390988947366      2.3482004387989
21.3819320363        2.3390988947366      2.3499562995194
21.457285499847      2.3390988947366      2.3522609430023
21.536603155744      2.3390988947366      2.3552636315899
21.620093552081      2.3390988947366      2.3591355107649
21.707976208241      2.3390988947366      2.3641560315489
21.800482192072      2.3390988947366      2.3707254360857
21.897854727434      2.3390988947366      2.3794078400289
22.000349833698      2.3390988947366      2.3910012705076
22.108236998893      2.3390988947366      2.4066412342992
22.221799888265      2.3390988947366      2.4279532209879
22.34133709011       2.3390988947366      2.4571598159185
22.467162900849      2.3390988947366      2.499101863137
22.599608151396      2.3390988947366      2.5400973527232
22.739021077007      2.3390988947366      2.7674126231365
22.885768232885      2.3390988947366      2.3407237086929
