x[nm]                    E_11_real[eV]            Psi_11_lh2_real[nm^-1/2] E_11_imag[eV]            Psi_11_lh2_imag[nm^-1/2]
7.1142317671146          2.9525116792099          2.9528067285226          2.9525116792099          2.9508313881119
7.260978922993           2.9525116792099          2.9470591488482          2.9525116792099          2.9835635672553
7.4003918486039          2.9525116792099          2.9481596051259          2.9525116792099          2.9772965237241
7.532837099151           2.9525116792099          2.9481269414774          2.9525116792099          2.9774825415705
7.6586629098899          2.9525116792099          2.9481799813114          2.9525116792099          2.9771804823652
7.7782001117354          2.9525116792099          2.9481699854403          2.9525116792099          2.977237408352
7.891763001107           2.9525116792099          2.9481162177249          2.9525116792099          2.9775436128053
7.9996501663019          2.9525116792099          2.9480225848713          2.9525116792099          2.9780768472294
8.1021452725658          2.9525116792099          2.9478937660852          2.9525116792099          2.9788104637816
8.1995178079279          2.9525116792099          2.9477339788336          2.9525116792099          2.9797204441978
8.2920237917592          2.9525116792099          2.9475470022923          2.9525116792099          2.9807852662607
8.3799064479186          2.9525116792099          2.9473362147162          2.9525116792099          2.9819856909771
8.4633968442558          2.9525116792099          2.9471046682854          2.9525116792099          2.9833043363346
8.5427145001525          2.9525116792099          2.9468552629429          2.9525116792099          2.984724687302
8.6180679636999          2.9525116792099          2.946591299048           2.9525116792099          2.9862279484977
8.6896553600291          2.9525116792099          2.9463093721365          2.9525116792099          2.9878335081758
8.7576649122373          2.9525116792099          2.9460303742319          2.9525116792099          2.9894223873061
8.8222754362784          2.9525116792099          2.945765793867           2.9525116792099          2.9909291592683
8.8836568111193          2.9525116792099          2.9455188491991          2.9525116792099          2.9923354968167
8.9419704253995          2.9525116792099          2.9452908750042          2.9525116792099          2.9936337984686
8.9973696017656          2.9525116792099          2.9450825166483          2.9525116792099          2.9948203888974
9.05                     2.9525116792099          2.9448940188567          2.9525116792099          2.9958938744052
9.1                      2.9525116792099          2.9447253151384          2.9525116792099          2.9968546336538
9.15                     2.9525116792099          2.9445684243374          2.9525116792099          2.9977481189284
9.2                      2.9525116792099          2.9444251795568          2.9525116792099          2.9985638907983
9.25                     2.9525116792099          2.944297385046           2.9525116792099          2.999291674154
9.3                      2.9525116792099          2.9441867234847          2.9525116792099          2.9999218862176
9.35                     2.9525116792099          2.9440946208888          2.9525116792099          3.0004464059009
9.4                      2.9525116792099          2.9440220574202          2.9525116792099          3.00085965123
9.45                     2.9525116792099          2.9439693081908          2.9525116792099          3.0011600554563
9.5                      2.9525116792099          2.9439355930596          2.9525116792099          3.0013520614443
9.55                     2.9525116792099          2.9439186079669          2.9525116792099          3.0014487906987
9.6                      2.9525116792099          2.9439139020077          2.9525116792099          3.0014755909016
9.65                     2.9525116792099          2.9439273348824          2.9525116792099          3.0013990913508
9.7                      2.9525116792099          2.9439641309747          2.9525116792099          3.0011895394433
9.75                     2.9525116792099          2.9440177375123          2.9525116792099          3.0008842528897
9.8                      2.9525116792099          2.9440836832452          2.9525116792099          3.0005086952348
9.85                     2.9525116792099          2.9441589089905          2.9525116792099          3.0000802883729
9.9                      2.9525116792099          2.944241314369           2.9525116792099          2.9996109938589
9.95                     2.9525116792099          2.9443294507443          2.9525116792099          2.9991090616041
10                       2.9525116792099          2.9444223130647          2.9525116792099          2.9985802153277
10.05                    2.9525116792099          2.9445191986359          2.9525116792099          2.9980284568398
10.1                     2.9525116792099          2.944619611209           2.9525116792099          2.9974566122513
10.15                    2.9525116792099          2.9447231957688          2.9525116792099          2.9968667033576
10.2                     2.9525116792099          2.9448296941308          2.9525116792099          2.996260200506
10.25                    2.9525116792099          2.9449389146586          2.9525116792099          2.995638195056
10.3                     2.9525116792099          2.9450507115695          2.9525116792099          2.9950015172328
10.35                    2.9525116792099          2.9451649707596          2.9525116792099          2.9943508168523
10.4                     2.9525116792099          2.9452816000684          2.9525116792099          2.9936866187645
10.45                    2.9525116792099          2.9454005225707          2.9525116792099          2.9930093610545
10.5                     2.9525116792099          2.9455216719382          2.9525116792099          2.9923194214583
10.55                    2.9525116792099          2.9456449892187          2.9525116792099          2.9916171357056
10.6                     2.9525116792099          2.9457704205892          2.9525116792099          2.9909028103165
10.65                    2.9525116792099          2.9458979157799          2.9525116792099          2.9901767315739
10.7                     2.9525116792099          2.9460274269637          2.9525116792099          2.9894391718515
10.75                    2.9525116792099          2.9461589079677          2.9525116792099          2.9886903941014
10.8                     2.9525116792099          2.9462923137108          2.9525116792099          2.9879306550584
10.85                    2.9525116792099          2.9464275997997          2.9525116792099          2.9871602075398
10.9                     2.9525116792099          2.9465647222373          2.9525116792099          2.9863793021073
10.95                    2.9525116792099          2.9467036372106          2.9525116792099          2.9855881882732
11                       2.9525116792099          2.9468443009367          2.9525116792099          2.9847871153796
11.05                    2.9525116792099          2.9469866695496          2.9525116792099          2.9839763332408
11.1                     2.9525116792099          2.9471306990181          2.9525116792099          2.9831560926122
11.15                    2.9525116792099          2.9472763450859          2.9525116792099          2.9823266455312
