x[nm]                  E_5_real[eV]           Psi_5_y1_real[nm^-1/2] E_5_imag[eV]           Psi_5_y1_imag[nm^-1/2]
7.1142317671146        1.4437721218703        1.4437721218703        1.4437721218703        1.4437646017923
7.260978922993         1.4437721218703        1.4437721218703        1.4437721218703        1.443602728244
7.4003918486039        1.4437721218703        1.4437721218702        1.4437721218703        1.443439391583
7.532837099151         1.4437721218703        1.4437721218702        1.4437721218703        1.4432672820257
7.6586629098899        1.4437721218703        1.4437721218702        1.4437721218703        1.4430805819046
7.7782001117354        1.4437721218703        1.4437721218702        1.4437721218703        1.4428745396509
7.891763001107         1.4437721218703        1.4437721218702        1.4437721218703        1.4426452059537
7.9996501663019        1.4437721218703        1.4437721218702        1.4437721218703        1.4423892727926
8.1021452725658        1.4437721218703        1.4437721218702        1.4437721218703        1.4421039773832
8.1995178079279        1.4437721218703        1.4437721218702        1.4437721218703        1.4417870463672
8.2920237917592        1.4437721218703        1.4437721218702        1.4437721218703        1.4414366640168
8.3799064479186        1.4437721218703        1.4437721218702        1.4437721218703        1.4410514537064
8.4633968442558        1.4437721218703        1.4437721218702        1.4437721218703        1.4406304655491
8.5427145001525        1.4437721218703        1.4437721218702        1.4437721218703        1.4401731655703
8.6180679636999        1.4437721218703        1.4437721218701        1.4437721218703        1.4396794235183
8.6896553600291        1.4437721218703        1.4437721218701        1.4437721218703        1.4391558695393
8.7576649122373        1.4437721218703        1.4437721218701        1.4437721218703        1.4386090716445
8.8222754362784        1.4437721218703        1.4437721218701        1.4437721218703        1.4380445376231
8.8836568111193        1.4437721218703        1.4437721218701        1.4437721218703        1.4374675612163
8.9419704253995        1.4437721218703        1.4437721218701        1.4437721218703        1.43688314502
8.9973696017656        1.4437721218703        1.4437721218701        1.4437721218703        1.4362959348426
9.05                   1.4437721218703        1.44377212187          1.4437721218703        1.4357101695774
9.1                    1.4437721218703        1.44377212187          1.4437721218703        1.4351296478293
9.15                   1.4437721218703        1.44377212187          1.4437721218703        1.4345271497757
9.2                    1.4437721218703        1.44377212187          1.4437721218703        1.4339043435193
9.25                   1.4437721218703        1.44377212187          1.4437721218703        1.4332632212804
9.3                    1.4437721218703        1.44377212187          1.4437721218703        1.43260611419
9.35                   1.4437721218703        1.4437721218699        1.4437721218703        1.4319357044211
9.4                    1.4437721218703        1.4437721218699        1.4437721218703        1.4312550342287
9.45                   1.4437721218703        1.4437721218699        1.4437721218703        1.4305675114647
9.5                    1.4437721218703        1.4437721218699        1.4437721218703        1.4298769111343
9.55                   1.4437721218703        1.4437721218699        1.4437721218703        1.4291873725724
9.6                    1.4437721218703        1.4437721218698        1.4437721218703        1.4285033918347
9.65                   1.4437721218703        1.4437721218698        1.4437721218703        1.4278261858533
9.7                    1.4437721218703        1.4437721218698        1.4437721218703        1.4271547948643
9.75                   1.4437721218703        1.4437721218698        1.4437721218703        1.4264894637033
9.8                    1.4437721218703        1.4437721218698        1.4437721218703        1.4258304349962
9.85                   1.4437721218703        1.4437721218698        1.4437721218703        1.4251779490704
9.9                    1.4437721218703        1.4437721218697        1.4437721218703        1.4245322438675
9.95                   1.4437721218703        1.4437721218697        1.4437721218703        1.4238935548563
10                     1.4437721218703        1.4437721218697        1.4437721218703        1.423262114947
10.05                  1.4437721218703        1.4437721218697        1.4437721218703        1.4226381544064
10.1                   1.4437721218703        1.4437721218697        1.4437721218703        1.4220219007736
10.15                  1.4437721218703        1.4437721218697        1.4437721218703        1.4214135787775
10.2                   1.4437721218703        1.4437721218696        1.4437721218703        1.4208134102543
10.25                  1.4437721218703        1.4437721218696        1.4437721218703        1.4202216140671
10.3                   1.4437721218703        1.4437721218696        1.4437721218703        1.4196384060256
10.35                  1.4437721218703        1.4437721218696        1.4437721218703        1.419063998808
10.4                   1.4437721218703        1.4437721218696        1.4437721218703        1.4184986018829
10.45                  1.4437721218703        1.4437721218696        1.4437721218703        1.4179424214332
10.5                   1.4437721218703        1.4437721218696        1.4437721218703        1.4173956602806
10.55                  1.4437721218703        1.4437721218695        1.4437721218703        1.4168585178124
10.6                   1.4437721218703        1.4437721218695        1.4437721218703        1.4163311899076
10.65                  1.4437721218703        1.4437721218695        1.4437721218703        1.4158138688667
10.7                   1.4437721218703        1.4437721218695        1.4437721218703        1.4153067433407
10.75                  1.4437721218703        1.4437721218695        1.4437721218703        1.4148099982627
10.8                   1.4437721218703        1.4437721218695        1.4437721218703        1.4143238147803
10.85                  1.4437721218703        1.4437721218694        1.4437721218703        1.4138483701898
10.9                   1.4437721218703        1.4437721218694        1.4437721218703        1.413383837871
10.95                  1.4437721218703        1.4437721218694        1.4437721218703        1.4129303872247
11                     1.4437721218703        1.4437721218694        1.4437721218703        1.4124881836103
11.05                  1.4437721218703        1.4437721218694        1.4437721218703        1.412057388286
11.1                   1.4437721218703        1.4437721218694        1.4437721218703        1.4116381583495
11.15                  1.4437721218703        1.4437721218694        1.4437721218703        1.4112306466811
11.2                   1.4437721218703        1.4437721218694        1.4437721218703        1.4108350018877
11.25                  1.4437721218703        1.4437721218693        1.4437721218703        1.4104513682489
11.3                   1.4437721218703        1.4437721218693        1.4437721218703        1.410079885664
11.35                  1.4437721218703        1.4437721218693        1.4437721218703        1.4097206896013
11.4                   1.4437721218703        1.4437721218693        1.4437721218703        1.4093739110486
11.45                  1.4437721218703        1.4437721218693        1.4437721218703        1.4090396764653
11.5                   1.4437721218703        1.4437721218693        1.4437721218703        1.4087181077365
11.55                  1.4437721218703        1.4437721218693        1.4437721218703        1.4084093221285
11.6                   1.4437721218703        1.4437721218693        1.4437721218703        1.4081134322457
11.65                  1.4437721218703        1.4437721218693        1.4437721218703        1.4078305459903
11.7                   1.4437721218703        1.4437721218692        1.4437721218703        1.407560766522
11.75                  1.4437721218703        1.4437721218692        1.4437721218703        1.4073041922213
11.8                   1.4437721218703        1.4437721218692        1.4437721218703        1.4070609166527
11.85                  1.4437721218703        1.4437721218692        1.4437721218703        1.4068310285315
11.9                   1.4437721218703        1.4437721218692        1.4437721218703        1.4066146116907
11.95                  1.4437721218703        1.4437721218692        1.4437721218703        1.406411745051
12                     1.4437721218703        1.4437721218692        1.4437721218703        1.4062225025916
12.05                  1.4437721218703        1.4437721218692        1.4437721218703        1.4060469533233
12.1                   1.4437721218703        1.4437721218692        1.4437721218703        1.4058851612636
12.15                  1.4437721218703        1.4437721218692        1.4437721218703        1.405737185413
12.2                   1.4437721218703        1.4437721218692        1.4437721218703        1.4056030797339
12.25                  1.4437721218703        1.4437721218692        1.4437721218703        1.4054828931304
12.3                   1.4437721218703        1.4437721218692        1.4437721218703        1.4053766694309
12.35                  1.4437721218703        1.4437721218692        1.4437721218703        1.4052844473718
12.4                   1.4437721218703        1.4437721218692        1.4437721218703        1.4052062605838
12.45                  1.4437721218703        1.4437721218692        1.4437721218703        1.4051421375792
12.5                   1.4437721218703        1.4437721218691        1.4437721218703        1.4050921017416
12.55                  1.4437721218703        1.4437721218691        1.4437721218703        1.4050561713176
12.6                   1.4437721218703        1.4437721218691        1.4437721218703        1.4050343594099
12.65                  1.4437721218703        1.4437721218691        1.4437721218703        1.4050266739727
12.7                   1.4437721218703        1.4437721218691        1.4437721218703        1.4050331178085
12.75                  1.4437721218703        1.4437721218691        1.4437721218703        1.4050536885675
12.8                   1.4437721218703        1.4437721218691        1.4437721218703        1.4050883787482
12.85                  1.4437721218703        1.4437721218691        1.4437721218703        1.4051371757002
12.9                   1.4437721218703        1.4437721218691        1.4437721218703        1.4052000616286
12.95                  1.4437721218703        1.4437721218691        1.4437721218703        1.405277013601
13                     1.4437721218703        1.4437721218691        1.4437721218703        1.4053680035553
13.05                  1.4437721218703        1.4437721218691        1.4437721218703        1.4054729983103
13.1                   1.4437721218703        1.4437721218692        1.4437721218703        1.4055919595775
13.15                  1.4437721218703        1.4437721218692        1.4437721218703        1.4057248439756
