x[nm]                E_5[eV]              Psi^2_5_hh1[nm^-1/2]
7.1142317671146      1.4437721218703      1.4437721257711
7.260978922993       1.4437721218703      1.4437741011546
7.4003918486039      1.4437721218703      1.4437797584471
7.532837099151       1.4437721218703      1.4437897019689
7.6586629098899      1.4437721218703      1.4438051093113
7.7782001117354      1.4437721218703      1.4438276947038
7.891763001107       1.4437721218703      1.443859720454
7.9996501663019      1.4437721218703      1.44390402759
8.1021452725658      1.4437721218703      1.4439640688965
8.1995178079279      1.4437721218703      1.4440439335529
8.2920237917592      1.4437721218703      1.4441483559463
8.3799064479186      1.4437721218703      1.4442827035274
8.4633968442558      1.4437721218703      1.4444529404624
8.5427145001525      1.4437721218703      1.444665565601
8.6180679636999      1.4437721218703      1.4449275249807
8.6896553600291      1.4437721218703      1.445242039975
8.7576649122373      1.4437721218703      1.4456108891155
8.8222754362784      1.4437721218703      1.4460349784599
8.8836568111193      1.4437721218703      1.4465138457439
8.9419704253995      1.4437721218703      1.4470457060247
8.9973696017656      1.4437721218703      1.4476275656433
9.05                 1.4437721218703      1.4482553878681
9.1                  1.4437721218703      1.4489242923704
9.15                 1.4437721218703      1.4496676846498
9.2                  1.4437721218703      1.4504887736141
9.25                 1.4437721218703      1.4513899053888
9.3                  1.4437721218703      1.4523723486559
9.35                 1.4437721218703      1.4534360703558
9.4                  1.4437721218703      1.4545795074258
9.45                 1.4437721218703      1.4557993415467
9.5                  1.4437721218703      1.4570902851368
9.55                 1.4437721218703      1.4584448880131
9.6                  1.4437721218703      1.4598533751482
9.65                 1.4437721218703      1.4613114960568
9.7                  1.4437721218703      1.4628195521108
9.75                 1.4437721218703      1.4643753437441
9.8                  1.4437721218703      1.4659766017663
9.85                 1.4437721218703      1.4676209906721
9.9                  1.4437721218703      1.469306112048
9.95                 1.4437721218703      1.4710295080703
10                   1.4437721218703      1.47278866509
10.05                1.4437721218703      1.4745810172995
10.1                 1.4437721218703      1.476403950474
10.15                1.4437721218703      1.4782548057854
10.2                 1.4437721218703      1.4801308836799
10.25                1.4437721218703      1.4820294478153
10.3                 1.4437721218703      1.4839477290523
10.35                1.4437721218703      1.4858829294934
10.4                 1.4437721218703      1.4878322265636
10.45                1.4437721218703      1.4897927771274
10.5                 1.4437721218703      1.4917617216356
10.55                1.4437721218703      1.493736188296
10.6                 1.4437721218703      1.4957132972622
10.65                1.4437721218703      1.4976901648337
10.7                 1.4437721218703      1.4996639076624
10.75                1.4437721218703      1.5016316469574
10.8                 1.4437721218703      1.5035905126845
10.85                1.4437721218703      1.5055376477519
10.9                 1.4437721218703      1.5074702121773
10.95                1.4437721218703      1.5093853872307
11                   1.4437721218703      1.511280379545
11.05                1.4437721218703      1.5131524251904
11.1                 1.4437721218703      1.5149987937062
11.15                1.4437721218703      1.5168167920827
11.2                 1.4437721218703      1.5186037686891
11.25                1.4437721218703      1.5203571171417
11.3                 1.4437721218703      1.5220742801045
11.35                1.4437721218703      1.5237527530199
11.4                 1.4437721218703      1.5253900877613
11.45                1.4437721218703      1.5269838962039
11.5                 1.4437721218703      1.528531853708
11.55                1.4437721218703      1.5300317025096
11.6                 1.4437721218703      1.5314812550132
11.65                1.4437721218703      1.5328783969827
11.7                 1.4437721218703      1.5342210906251
11.75                1.4437721218703      1.5355073775627
11.8                 1.4437721218703      1.5367353816894
11.85                1.4437721218703      1.5379033119072
11.9                 1.4437721218703      1.5390094647385
11.95                1.4437721218703      1.5400522268108
12                   1.4437721218703      1.5410300772096
12.05                1.4437721218703      1.5419415896973
12.1                 1.4437721218703      1.5427854347927
12.15                1.4437721218703      1.5435603817106
12.2                 1.4437721218703      1.5442653001569
12.25                1.4437721218703      1.5448991619771
12.3                 1.4437721218703      1.5454610426558
12.35                1.4437721218703      1.5459501226652
12.4                 1.4437721218703      1.5463656886608
12.45                1.4437721218703      1.5467071345212
12.5                 1.4437721218703      1.5469739622327
12.55                1.4437721218703      1.5471657826152
12.6                 1.4437721218703      1.5472823158903
12.65                1.4437721218703      1.5473233920891
12.7                 1.4437721218703      1.5472889513001
12.75                1.4437721218703      1.5471790437569
12.8                 1.4437721218703      1.5469938297642
12.85                1.4437721218703      1.546733579465
12.9                 1.4437721218703      1.5463986724457
12.95                1.4437721218703      1.5459895971829
13                   1.4437721218703      1.5455069503309
13.05                1.4437721218703      1.5449514358514
13.1                 1.4437721218703      1.5443238639866
13.15                1.4437721218703      1.5436251500777
13.2                 1.4437721218703      1.5428563132297
13.25                1.4437721218703      1.5420184748249
13.3                 1.4437721218703      1.5411128568875
13.35                1.4437721218703      1.5401407803011
13.4                 1.4437721218703      1.5391036628822
13.45                1.4437721218703      1.5380030173121
13.5                 1.4437721218703      1.5368404489307
13.55                1.4437721218703      1.5356176533953
13.6                 1.4437721218703      1.5343364142068
13.65                1.4437721218703      1.532998600109
13.7                 1.4437721218703      1.5316061623625
13.75                1.4437721218703      1.5301611318991
13.8                 1.4437721218703      1.5286656163593
13.85                1.4437721218703      1.5271217970181
13.9                 1.4437721218703      1.5255319256042
13.95                1.4437721218703      1.5238983210147
14                   1.4437721218703      1.5222233659339
14.05                1.4437721218703      1.5205095033574
14.1                 1.4437721218703      1.5187592330292
14.15                1.4437721218703      1.5169751077954
14.2                 1.4437721218703      1.5151597298813
14.25                1.4437721218703      1.5133157470953
14.3                 1.4437721218703      1.5114458489675
14.35                1.4437721218703      1.5095527628265
14.4                 1.4437721218703      1.5076392498217
14.45                1.4437721218703      1.5057081008959
14.5                 1.4437721218703      1.5037621327149
14.55                1.4437721218703      1.5018041835587
14.6                 1.4437721218703      1.4998371091824
14.65                1.4437721218703      1.4978637786505
14.7                 1.4437721218703      1.4958870701522
14.75                1.4437721218703      1.4939098668039
14.8                 1.4437721218703      1.4919350524436
14.85                1.4437721218703      1.489965507425
14.9                 1.4437721218703      1.488004104416
14.95                1.4437721218703      1.4860537042092
15                   1.4437721218703      1.4841171515491
15.05                1.4437721218703      1.4821972709829
15.1                 1.4437721218703      1.4802968627409
15.15                1.4437721218703      1.478418698652
15.2                 1.4437721218703      1.4765655181012
15.25                1.4437721218703      1.4747400240338
15.3                 1.4437721218703      1.4729448790132
15.35                1.4437721218703      1.4711827013373
15.4                 1.4437721218703      1.4694560612199
15.45                1.4437721218703      1.4677674770414
15.5                 1.4437721218703      1.4661194116762
15.55                1.4437721218703      1.4645142689
15.6                 1.4437721218703      1.4629543898842
15.65                1.4437721218703      1.4614420497809
15.7                 1.4437721218703      1.4599794544048
15.75                1.4437721218703      1.458566312074
15.8                 1.4437721218703      1.4572069174426
15.85                1.4437721218703      1.4559111184671
15.9                 1.4437721218703      1.4546864302385
15.95                1.4437721218703      1.4535381969757
16                   1.4437721218703      1.4524697853702
16.05                1.4437721218703      1.4514827988139
16.1                 1.4437721218703      1.4505773030532
16.15                1.4437721218703      1.4497520549914
16.2                 1.4437721218703      1.4490047276351
16.25                1.4437721218703      1.4483321254777
16.3                 1.4437721218703      1.4477303858896
16.35                1.4437721218703      1.4471951632902
16.4                 1.4437721218703      1.446721793978
16.45                1.4437721218703      1.4463054404785
16.5                 1.4437721218703      1.4459412151069
16.55                1.4437721218703      1.4456242831452
16.6                 1.4437721218703      1.4453499465892
16.65                1.4437721218703      1.445113709845
16.7                 1.4437721218703      1.4449113290547
16.75                1.4437721218703      1.4447393364951
16.8                 1.4437721218703      1.4445939663773
16.85                1.4437721218703      1.4444711013495
16.9                 1.4437721218703      1.4443672614766
16.95                1.4437721218703      1.4442795056777
17                   1.4437721218703      1.4442053484248
17.05                1.4437721218703      1.4441426893446
17.1                 1.4437721218703      1.4440897537293
17.15                1.4437721218703      1.4440450422712
17.2                 1.4437721218703      1.4440072885971
17.25                1.4437721218703      1.4439754234009
17.3                 1.4437721218703      1.4439485441572
17.35                1.4437721218703      1.4439258895588
17.4                 1.4437721218703      1.4439068179544
17.45                1.4437721218703      1.4438907891743
17.5                 1.4437721218703      1.4438773492317
17.55                1.4437721218703      1.4438661439993
